F1 Pad Thai,,,$9.50,424,,,4088,0,4088
F1 Pad Thai*,,,$9.50,324,,,3166.5,0,3166.5
F10 Pad Macaroni,,,$10.50,4,,,52,0,52
F10 Pad Macaroni ( Shrimp or Squid ),,,$10.50,4,,,44,0,44
F11 Guay Teaw Kua Gai ,,,$9.75,35,,,352.25,0,352.25
F11 Teaw Kua Gai,,,$9.75,53,,,523.75,0,523.75
F12 Teaw Nuer Sub,,,$9.95,5,,,49.75,0,49.75
F12. Guay Teaw Nuer Sub,,,$9.95,2,,,23.9,0,23.9
F13 (Street Padthai) Bankrupt Noodle,,,$9.75,133,,,1358.5,0,1358.5
F13 Bankrupt Noodle,,,$9.75,133,,,1326.25,0,1326.25
F14 Pad Woon Sen,,,$9.95,44,,,456.05,0,456.05
F14 Pad WoonSen,,,$9.95,26,,,265.7,0,265.7
F15 Pad Woon Sen,,,$11.95,3,,,35.85,0,35.85
F15 Pad Woon Sen ( Shrimp or Squid ),,,$11.95,5,,,61.75,0,61.75
F2 Pad Thai,,,$10.50,40,,,430.5,0,430.5
F2 Pad Thai ( Shrimp or Squid )*,,,$10.50,30,,,327.5,0,327.5
F3 Pad Sea-Ew,,,$9.50,842,,,8244.5,0,8244.5
F4 Pad Sea-Ew,,,$10.50,23,,,241.5,0,241.5
F4 Pad Sea-Ew ( Shrimp or Squid ),,,$10.50,17,,,184.5,0,184.5
F5 Pad KeeMao,,,$9.50,228,,,2219.5,0,2219.5
F5 Spicy Pad Kee Mao (Drunken Noodle)***,,,$9.50,146,,,1456.5,0,1456.5
F6 Pad KeeMao,,,$10.50,17,,,182.5,0,182.5
F6 Spicy Pad Kee Mao (Drunken Noodle Sh/Sq)***,,,$10.50,12,,,132.5,0,132.5
F7 Lard Na,,,$9.50,17,,,166.5,0,166.5
F8 Lard Na,,,$10.50,1,,,10.5,0,10.5
F8 Lard Na ( Shrimp or Squid ),,,$10.50,3,,,31.5,0,31.5
F9 Pad Macaroni,,,$9.50,16,,,154,0,154
F9 Pad Macaroni (Veg),,,$9.75,2,,,23.25,0,23.25
Fireman #4,,,$3.00,8,,,24,0,24
Flat Rice Noodle,,,$3.00,1,,,3,0,3
Fried Rice,,,$8.75,15,,,147.5,0,147.5
G1 Lek Hang,,,$9.50,10,,,99,0,99
G1 Sen Lek Hang,,,$9.50,3,,,28.5,0,28.5
G4 Yum Guay Teaw *,,,$9.75,2,,,22,0,22
G4 Yum Teaw*,,,$9.75,13,,,136.25,0,136.25
Gang Pa,,,$10.50,1,,,10.5,0,10.5
Gang Supparod,,,$9.95,3,,,31.85,0,31.85
Garee Curry,,,$9.50,11,,,109,0,109
Ginger Spice Tea,,,$3.00,1,,,3,0,3
Green Tea (Hot),,,$3.00,1,,,3,0,3
Ice Thai Milk Green Tea ,,,$3.95,21,,,82.95,0,82.95
Jarritos,,,$3.00,13,,,39,0,39
Jasmin Jade Tea,,,$3.00,2,,,6,0,6
Jasmine White Rice,,,$2.50,23,,,57.5,0,57.5
Kao Soi,,,$10.95,7,,,78.65,0,78.65
KeowWan Curry,,,$9.50,7,,,68.5,0,68.5
Kirin Ichiban,,,$3.00,25,,,75,0,75
Kirin Ichiban (Bottle) ,,,$3.00,10,,,30,0,30
Lard Na,,,$9.50,3,,,28.5,0,28.5
Lek Hang,,,$9.50,2,,,28,0,28
Lemongrass Ginger (Hot),,,$3.00,1,,,3,0,3
Lemongrass Ginger Tea,,,$3.00,1,,,3,0,3
Madam Roll,,,$4.50,20,,,93,0,93
Mam's Ice Thai Coffee,,,$3.50,24,,,84,0,84
Mam's Ice Thai Tea ,,,$3.50,87,,,304.5,0,304.5
Mam's Thai coffee (NO ICE),,,$4.75,10,,,47.5,0,47.5
Mam's Thai Milk Green Tea (No Ice),,,$4.95,4,,,19.8,0,19.8
Mam's Thai Tea (NO ICE),,,$4.75,9,,,42.75,0,42.75
Mam's Wings 10 Pieces,,,$11.00,18,,,200.5,0,200.5
Mam's Wings 15 Pieces,,,$15.00,6,,,90.75,0,90.75
Mam's Wings 20 Pieces,,,$20.00,2,,,40,0,40
Mam's Wings 25 Pieces,,,$24.00,1,,,24,0,24
Mam's Wings 30 Pieces,,,$27.00,1,,,27,0,27
Mam's Wings 5 Pieces,,,$6.50,26,,,174.75,0,174.75
Masman Curry,,,$9.50,10,,,97.5,0,97.5
Mex Coke,,,$3.00,32,,,96,0,96
Miller Lite,,,$3.00,2,,,6,0,6
Mountain Dew,,,$2.50,4,,,10,0,10
NS1 Guay Teaw Nuer Sod,,,$9.50,13,,,127.5,0,127.5
NS1 Teaw NuerSod,,,$9.50,20,,,192,0,192
NS11 Udon Tom Yum **,,,$9.95,6,,,59.7,0,59.7
NS11 Udon TomYum,,,$9.95,15,,,156.35,0,156.35
NS12 Yen Ta Fo Seafood **,,,$11.50,4,,,50,0,50
NS12 YenTaFo Sea,,,$11.50,5,,,57.5,0,57.5
NS13 Yen Ta Fo Tofu **,,,$9.95,4,,,44.8,0,44.8
NS13 YenTaFo Tofu,,,$9.95,2,,,19.9,0,19.9
NS14 Guay Teaw Tom Yum Moo ****,,,$10.25,14,,,158.5,0,158.5
NS14 TomYum Moo,,,$10.25,8,,,86,2.56,83.44
NS15 Tom Khlong,,,$9.50,4,,,38,0,38
NS15 Tom Khlong **.,,,$9.50,3,,,32.5,0,32.5
NS16 Kao Soi,,,$10.95,21,,,234.45,0,234.45
NS16 Kao Soi **,,,$10.95,20,,,229,0,229
NS5 Guay Teaw Moo,,,$9.50,4,,,38,0,38
NS5 Teaw Moo,,,$9.50,8,,,78,0,78
NS6 Guay Teaw Gai Toon,,,$9.50,9,,,89.5,0,89.5
NS6 Teaw Gai,,,$9.50,6,,,59.5,0,59.5
NS8 Guay Teaw Tom Yum **,,,$10.25,13,,,135.25,0,135.25
NS8 Teaw TomYum,,,$10.25,17,,,182.25,0,182.25
NS9 Guay Teaw Tom Yum Seafood **,,,$12.25,2,,,24.5,0,24.5
NS9 Teaw TomYum Sea,,,$12.25,1,,,12.25,0,12.25
Num Tok,,,$11.25,3,,,36.75,0,36.75
Oolong Tea,,,$3.00,1,,,3,0,3
Open Food,,,$0.00,9,,,8,0,8
P1 Basil Fried Rice,,,$9.75,149,,,1485.25,0,1485.25
P1 Spicy Basil Fried Rice ****,,,$9.75,80,,,810.75,0,810.75
P10 Spicy Tom Yum Soup **,,,$9.50,10,,,95.5,0,95.5
P10 TomYum,,,$9.50,25,,,246.5,0,246.5
P11 Spicy Tom Kha Coconut Soup**,,,$9.50,38,,,391.75,0,391.75
P11 Tom Kha,,,$9.50,59,,,570.5,0,570.5
P12 Panang Curry,,,$9.50,90,,,870,0,870
P12 Panang Curry **,,,$9.50,73,,,726,0,726
P13 Masman Curry,,,$9.50,51,,,493.5,0,493.5
P13 Masman Curry **,,,$9.50,25,,,239,0,239
P14 Mixed Vegetable Stir-fried,,,$9.50,20,,,195,0,195
P14 Veg Stir-fried,,,$9.50,39,,,387.5,0,387.5
P15 Prik Thai Dum,,,$10.50,12,,,126,0,126
P15	 Pad Prik Thai Dum *,,,$10.50,8,,,90,0,90
P18 Sweet & Sour,,,$9.50,21,,,202.5,0,202.5
P18 Thai Sweet and Sour,,,$9.50,4,,,38,0,38
P19 Rice Soup,,,$9.50,3,,,28.5,0,28.5
P2 Pad Ga-Tiam,,,$9.50,27,,,271.5,0,271.5
P2 Pad Ga-Tiam Prik Thai *,,,$9.50,16,,,158.5,0,158.5
P22 Prik Khing,,,$9.75,13,,,132.25,0,132.25
P22	 Pad Prik Khing **,,,$9.75,9,,,87.75,0,87.75
P24 Prik Pao,,,$9.50,18,,,173,0,173
P24	 Pad Prik Pao*,,,$9.50,21,,,213.5,0,213.5
P26 Gang Pa,,,$10.50,13,,,136.5,0,136.5
P26 Gang Pa (Jungle Curry) ****,,,$10.50,6,,,63,0,63
P28 Amaz,,,$12.50,8,,,112,0,112
P28	 Amazing Seafood Green Beans ***,,,$12.50,1,,,19.5,0,19.5
P3 Garee Curry,,,$9.50,59,,,576,0,576
P3 Garee Curry **,,,$9.50,63,,,614.5,0,614.5
P31 Amaz Grn Bean,,,$10.50,29,,,308,0,308
P31	 Spicy Amazing Green Beans  ***,,,$10.50,12,,,128,0,128
P32 Pad Nor Mai,,,$10.50,8,,,86,0,86
P32	 Spicy Pad Ped Nor Mai ****,,,$10.50,6,,,69.75,0,69.75
P34 Bean Sprout,,,$8.95,4,,,35.8,0,35.8
P34	 Stir-fried Bean Sprout,,,$8.95,4,,,40.3,0,40.3
P35 Kai Jeaw,,,$9.50,4,,,42,0,42
P38 Kaeng Daeng Vegetables **,,,$10.50,10,,,129.75,0,129.75
P38 Kaeng Veg,,,$10.50,9,,,100.5,0,100.5
P4 Keow Wan Curry **,,,$9.50,39,,,409,0,409
P4 KeowWan Curry,,,$9.50,73,,,702.5,0,702.5
P41 S Panang Beef,,,$14.95,18,,,271.1,0,271.1
P41 Special Panang Beef Curry **,,,$14.95,12,,,181.9,0,181.9
P42 S Garee Beef,,,$15.50,5,,,77.5,0,77.5
P42 Special Garee Beef Curry **,,,$15.50,6,,,93,0,93
P45 S Gang Prik,,,$10.95,7,,,76.65,0,76.65
P45 special Gang Prik ****,,,$10.95,2,,,22.4,0,22.4
P47 Pad Prik Gang,,,$10.50,30,,,342,0,342
P47 Pad Prik Gang ****,,,$10.50,17,,,182.5,0,182.5
P5 Gang Kua Supparod Curry*,,,$9.95,15,,,156.25,0,156.25
P5 Gang Supparod,,,$9.95,13,,,132.95,0,132.95
P6 Fried Rice,,,$8.75,215,,,1942.75,0.88,1941.87
P6	 House Fried Rice,,,$8.75,130,,,1197.75,0,1197.75
P6	 House Fried Rice (Veg),,,$8.75,13,,,129.75,0,129.75
P61 Crab FriRice,,,$14.25,36,,,516,0,516
P61 Mam's Crab Fried Rice,,,$14.25,19,,,278.75,0,278.75
P62 St FriRice,,,$9.75,57,,,571.75,0,571.75
P62 Street Fried Rice,,,$9.50,88,,,844,0,844
P62	 Street Fried Rice,,,$9.75,143,,,1442.25,0,1442.25
P63 Thai egg Explosion,,,$10.75,12,,,129,0,129
P63 Thai Egg Explosion **,,,$10.75,1,,,10.75,0,10.75
P7 Pineapple Fried Rice,,,$11.75,53,,,638.75,0,638.75
P7 Pineapple Fried Rice (Veg),,,$12.75,6,,,74.5,0,74.5
P7 Pineapple FriRice,,,$11.75,68,,,820.5,0,820.5
P8 Pad Ga-Prao,,,$9.50,23,,,223,0,223
P8 Pad Ped Ga-Prao ** ,,,$9.50,10,,,102.5,0,102.5
P9 Pad Ga-Prao,,,$10.50,4,,,42,0,42
P9 Pad Ped Ga-Prao ( Shrimp or Squid )**,,,$10.50,1,,,10.5,0,10.5
Pad Ga-Prao,,,$9.50,1,,,9.5,0,9.5
Pad Ga-Tiam,,,$9.50,4,,,43,0,43
Pad KeeMao,,,$9.50,22,,,216.5,0,216.5
Pad Macaroni,,,$9.50,8,,,81.75,0,81.75
Pad Nor Mai,,,$10.50,1,,,10.5,0,10.5
Pad Prik Gang,,,$10.50,4,,,42,0,42
Pad Sea-Ew,,,$9.50,65,,,642,0,642
Pad Thai,,,$9.50,51,,,526,0,526
Pad Woon Sen,,,$11.95,1,,,11.95,0,11.95
Pad WoonSen,,,$9.95,5,,,56.25,0,56.25
Panang Curry,,,$9.50,18,,,182.5,0,182.5
Pepsi,,,$2.50,34,,,85,0,85
Pineapple FriRice,,,$11.75,5,,,60.75,0,60.75
Plain Sticky Rice,,,$2.50,7,,,17.5,0,17.5
Prik Khing,,,$9.75,3,,,31.25,0,31.25
Prik Thai Dum,,,$10.50,4,,,44,0,44
Pure Green Tea,,,$3.00,1,,,3,0,3
Rice,,,$2.00,33,,,66,0,66
Rice Custard,,,$5.50,1,,,5.5,0,5.5
Rice Mango,,,$6.50,16,,,107,0,107
Roast Chili L,,,$15.00,5,,,75,0,75
Root Beer,,,$2.50,8,,,20,0,20
S Gang Prik,,,$10.95,1,,,10.95,0,10.95
S Garee Beef,,,$15.50,4,,,69,0,69
S Panang Beef,,,$14.95,3,,,44.85,0,44.85
S1 Madam Mam's Salad,,,$4.95,3,,,14.85,0,14.85
S1 Madam Mam's Salad (Veg),,,$4.95,1,,,4.95,0,4.95
S1 Mam's Salad,,,$4.95,11,,,56.45,0,56.45
S1 Sauce,,,$0.75,1,,,0.75,0,0.75
S2 Sauce,,,$0.75,1,,,0.75,0,0.75
S2 Yum Nuer,,,$11.25,9,,,101.25,0,101.25
S2 Yum Nuer **,,,$11.25,7,,,80.75,0,80.75
S2 Yum Tofu ** (Veg),,,$11.25,2,,,22.5,0,22.5
S3 Num Tok,,,$11.25,23,,,258.75,0,258.75
S3 Num Tok (Waterfall) **,,,$11.25,4,,,45,0,45
S4 Papaya Salad (Veg),,,$9.95,3,,,29.85,0,29.85
S4 Som Tum,,,$9.95,13,,,129.35,0,129.35
S4 Som Tum (Papaya Salad) **,,,$9.95,7,,,69.65,0,69.65
S5 Yum Green Bean *,,,$10.95,4,,,45.8,0,45.8
S5 Yum Grn Bean,,,$10.95,3,,,33.85,0,33.85
Sapporo,,,$3.00,6,,,18,0,18
SD Bell Pepper,,,$2.00,1,,,2,0,2
SD Chicken,,,$2.00,3,,,6,0,6
SD Fried Egg,,,$2.75,1,,,2.75,0,2.75
SD Fried Egg Noodle,,,$2.00,1,,,2,0,2
SD Garlicky Sauce,,,$0.75,1,,,0.75,0,0.75
SD Green Beans,,,$1.50,2,,,3,0,3
SD Mix Veggies,,,$3.00,2,,,6,0,6
SD Rice Stick Noodle,,,$2.00,4,,,8,0,8
SD Shrimp (4 pcs),,,$2.00,1,,,2,0,2
SD Squid (8 pcs),,,$4.00,1,,,4,0,4
SD Udon,,,$2.00,1,,,2,0,2
Sierra Mist,,,$2.50,11,,,27.5,0,27.5
Singha,,,$3.00,28,,,84,0,84
Singha Beer Bottle,,,$3.00,4,,,12,0,12
Soda Water,,,$1.50,7,,,10.5,0,10.5
Som Tum,,,$9.95,4,,,39.8,0,39.8
Spring Roll,,,$4.95,23,,,116.1,0,116.1
Sticky Rice,,,$3.00,9,,,27,0,27
Sub Brown Rice,,,$2.00,5,,,10,0,10
Sweet & Sour,,,$9.50,3,,,28.5,0,28.5
Sweet Sticky Rice topped with Coconut Sauce,,,$3.50,5,,,17.5,0,17.5
Teaw Kua Gai,,,$9.75,1,,,9.75,0,9.75
Teaw Nuer Sub,,,$9.95,3,,,29.85,0,29.85
Teaw NuerSod,,,$9.50,5,,,48,0,48
Teaw TomYum,,,$10.25,2,,,20.5,0,20.5
Thai Coffee,,,$3.50,69,,,241.5,2.64,238.86
Thai Coffee(No Ice),,,$4.75,1,,,4.75,0,4.75
Thai egg Explosion,,,$10.75,1,,,10.75,0,10.75
Thai Milk Green Tea,,,$3.95,57,,,225.15,0.99,224.16
Thai Milk Green Tea(No Ice),,,$4.95,2,,,9.9,0,9.9
Thai Tea,,,$3.50,218,,,763,0,763
Thai Tea(No Ice),,,$4.75,18,,,85.5,0,85.5
Tiger,,,$3.00,15,,,45,0,45
Tom Kha,,,$9.50,9,,,94,0,94
Tom Khlong,,,$9.50,1,,,9.5,0,9.5
TomYum,,,$9.50,5,,,56.5,0,56.5
TomYum Moo,,,$10.25,3,,,30.75,0,30.75
Tropicana Lemonade,,,$2.50,4,,,10,0,10
Tsing Tao,,,$3.00,2,,,6,0,6
Veg Stir-fried,,,$9.50,2,,,19,0,19
Vermicelli Rice Noodle,,,$3.00,2,,,6,0,6
Water,,,$1.50,4,,,6,0,6
Wings 1 Mix,,,$6.50,66,,,432.25,0,432.25
Wings 1 Mix 1/2,,,$3.25,2,,,6.5,0,6.5
Wings 2 Mix,,,$11.00,31,,,343,0,343
Wings 3 Mix,,,$15.00,5,,,75,0,75
Wings 4 Mix,,,$20.00,1,,,20,0,20
Wings 6 Mix,,,$27.00,1,,,27,0,27
XT Roasted Chili ,,,$0.75,4,,,3,0,3
Yum Grn Bean,,,$10.95,1,,,11.95,0,11.95
Yum Nuer,,,$11.25,2,,,23.5,0,23.5
Grand Total:,,,,7971,,,"66,583.65",7.52,"66,576.13"
,Madam Mam's 26th St Restaurant,,,,,Settlement Code: 210161 To 210190,,,
