F4 Pad Sea-Ew,,,$10.50,16,,,168,0,168
F4 Pad Sea-Ew ( Shrimp or Squid ),,,$10.50,19,,,206,0,206
F5 Pad KeeMao,,,$9.50,196,,,1906.5,3.8,1902.7
F5 Spicy Pad Kee Mao (Drunken Noodle)***,,,$9.50,151,,,1470,0,1470
F6 Pad KeeMao,,,$10.50,28,,,298,0,298
F6 Spicy Pad Kee Mao (Drunken Noodle Sh/Sq)***,,,$10.50,18,,,200,0,200
F7 Lard Na,,,$9.50,17,,,167.5,0,167.5
F9 Pad Macaroni,,,$9.50,14,,,137.5,0,137.5
F9 Pad Macaroni (Veg),,,$9.75,3,,,34,0,34
Fried Egg Noodle,,,$3.00,1,,,3,0,3
Fried Rice,,,$8.75,18,,,171,0,171
G1 Lek Hang,,,$9.50,5,,,47.5,0,47.5
G1 Sen Lek Hang,,,$9.50,7,,,73.5,0,73.5
G4 Yum Guay Teaw *,,,$9.75,4,,,43.5,0,43.5
G4 Yum Teaw*,,,$9.75,9,,,90.75,0,90.75
Gang Supparod,,,$9.95,2,,,19.9,0,19.9
Garee Curry,,,$9.50,1,,,12.5,0,12.5
Ginger Spice Tea,,,$3.00,1,,,3,0,3
Ice Thai Milk Green Tea ,,,$3.95,17,,,67.15,0,67.15
Jarritos,,,$3.00,37,,,111,0,111
Jasmin Jade Tea,,,$3.00,1,,,3,0,3
Jasmine White Rice,,,$2.50,15,,,37.5,0,37.5
Kaeng Veg,,,$10.50,2,,,23,0,23
Kao Soi,,,$10.95,5,,,56.75,0,56.75
KeowWan Curry,,,$9.50,7,,,70.5,0,70.5
Kirin Ichiban,,,$3.00,13,,,39,0,39
Kirin Ichiban (Bottle) ,,,$3.00,2,,,6,0,6
Kirin Light,,,$3.00,3,,,9,0,9
Lard Na,,,$10.50,1,,,10.5,0,10.5
Madam Roll,,,$4.50,18,,,81,0,81
Mam's Ice Thai Coffee,,,$3.50,13,,,45.5,0,45.5
Mam's Ice Thai Tea ,,,$3.50,82,,,287,0,287
Mam's Thai Milk Green Tea (No Ice),,,$4.95,2,,,9.9,0,9.9
Mam's Thai Tea (NO ICE),,,$4.75,9,,,42.75,0,42.75
Mam's Wings 10 Pieces,,,$11.00,24,,,269,0,269
Mam's Wings 15 Pieces,,,$15.00,4,,,60,0,60
Mam's Wings 20 Pieces,,,$20.00,1,,,20,0,20
Mam's Wings 30 Pieces,,,$27.00,1,,,28.5,0,28.5
Mam's Wings 5 Pieces,,,$6.50,21,,,147,0,147
Masman Curry,,,$9.50,3,,,33.5,0,33.5
Mex Coke,,,$3.00,35,,,105,0,105
Mountain Dew,,,$2.50,5,,,12.5,0,12.5
NS1 Guay Teaw Nuer Sod,,,$9.50,7,,,73.5,0,73.5
NS1 Teaw NuerSod,,,$9.50,3,,,28.5,0,28.5
NS11 Udon Tom Yum **,,,$9.95,6,,,59.7,0,59.7
NS11 Udon TomYum,,,$9.95,8,,,82.15,0,82.15
NS12 Yen Ta Fo Seafood **,,,$11.50,7,,,82.5,0,82.5
NS12 YenTaFo Sea,,,$11.50,4,,,46,2.3,43.7
NS13 Yen Ta Fo Tofu **,,,$9.95,2,,,19.9,0,19.9
NS13 YenTaFo Tofu,,,$9.95,3,,,29.85,0,29.85
NS14 Guay Teaw Tom Yum Moo ****,,,$10.25,14,,,167,0,167
NS14 TomYum Moo,,,$10.25,7,,,73.75,0,73.75
NS15 Tom Khlong,,,$9.50,4,,,38,0,38
NS15 Tom Khlong **.,,,$9.50,3,,,30.5,0,30.5
NS16 Kao Soi,,,$10.95,20,,,227,0,227
NS16 Kao Soi **,,,$10.95,14,,,159.3,0,159.3
NS5 Guay Teaw Moo,,,$9.50,3,,,28.5,0,28.5
NS5 Teaw Moo,,,$9.50,3,,,28.5,0,28.5
NS6 Guay Teaw Gai Toon,,,$9.50,2,,,21,0,21
NS6 Teaw Gai,,,$9.50,6,,,60.5,0,60.5
NS8 Guay Teaw Tom Yum **,,,$10.25,16,,,166.5,0,166.5
NS8 Teaw TomYum,,,$10.25,13,,,135.25,0,135.25
NS9 Guay Teaw Tom Yum Seafood **,,,$12.25,2,,,29,0,29
NS9 Teaw TomYum Sea,,,$12.25,5,,,63.25,0,63.25
Num Tok,,,$11.25,3,,,36.75,0,36.75
Open Food,,,$0.00,3,,,31,0,31
Organic Brown Rice ,,,$2.50,1,,,2.5,0,2.5
P1 Basil Fried Rice,,,$9.75,109,,,1086.5,0,1086.5
P1 Spicy Basil Fried Rice ****,,,$9.75,49,,,494.25,0,494.25
P10 Spicy Tom Yum Soup **,,,$9.50,10,,,111.5,0,111.5
P10 TomYum,,,$9.50,19,,,191.5,0,191.5
P11 Spicy Tom Kha Coconut Soup**,,,$9.50,32,,,318.5,0,318.5
P11 Tom Kha,,,$9.50,54,,,524,0,524
P12 Panang Curry,,,$9.50,87,,,845,0,845
P12 Panang Curry (Half Tray)**,,,$75.00,1,,,75,0,75
P12 Panang Curry **,,,$9.50,65,,,637.5,0,637.5
P13 Masman Curry,,,$9.50,40,,,393.5,0,393.5
P13 Masman Curry **,,,$9.50,20,,,211,0,211
P14 Mixed Vegetable Stir-fried,,,$9.50,20,,,200,0,200
P14 Veg Stir-fried,,,$9.50,22,,,211,0,211
P15 Prik Thai Dum,,,$10.50,5,,,53.5,0,53.5
P15	 Pad Prik Thai Dum *,,,$10.50,6,,,67,0,67
P17 ChuChee Salmon,,,$14.50,1,,,14.5,0,14.5
P18 Sweet & Sour,,,$9.50,16,,,154,0,154
P18 Thai Sweet and Sour,,,$9.50,2,,,19,0,19
P2 Pad Ga-Tiam,,,$9.50,13,,,127.5,0,127.5
P2 Pad Ga-Tiam Prik Thai *,,,$9.50,12,,,117.5,0,117.5
P22 Prik Khing,,,$9.75,6,,,60.5,0,60.5
P22	 Pad Prik Khing **,,,$9.75,10,,,103.5,0,103.5
P24 Prik Pao,,,$9.50,8,,,76,0,76
P24	 Pad Prik Pao*,,,$9.50,18,,,186,0,186
P25 Gang Jeud,,,$9.00,1,,,9,0,9
P26 Gang Pa,,,$10.50,5,,,59,0,59
P26 Gang Pa (Jungle Curry) ****,,,$10.50,3,,,31.5,0,31.5
P28 Amaz,,,$12.50,2,,,25,0,25
P29	 Pad Ma Kur Yaow (Eggplant),,,$9.75,1,,,9.75,0,9.75
P3 Garee Curry,,,$9.50,66,,,650,0,650
P3 Garee Curry **,,,$9.50,27,,,267,0,267
P31 Amaz Grn Bean,,,$10.50,22,,,232,0,232
P31	 Spicy Amazing Green Beans  ***,,,$10.50,6,,,70,0,70
P32 Pad Nor Mai,,,$10.50,1,,,10.5,0,10.5
P32	 Spicy Pad Ped Nor Mai ****,,,$10.50,3,,,34.5,0,34.5
P34 Bean Sprout,,,$8.95,3,,,28.85,0,28.85
P34	 Stir-fried Bean Sprout,,,$8.95,1,,,8.95,0,8.95
P35 Kai Jeaw,,,$9.50,3,,,28.5,0,28.5
P35	 Kai Jeaw,,,$9.50,2,,,25,0,25
P38 Kaeng Daeng Vegetables **,,,$10.50,15,,,186,0,186
P38 Kaeng Veg,,,$10.50,7,,,77.5,0,77.5
P4 Keow Wan Curry **,,,$9.50,25,,,251.5,0,251.5
P4 KeowWan Curry,,,$9.50,59,,,573.5,0,573.5
P41 S Panang Beef,,,$14.95,14,,,209.3,0,209.3
P41 Special Panang Beef Curry **,,,$14.95,8,,,121.6,0,121.6
P42 S Garee Beef,,,$15.50,9,,,140,0,140
P42 Special Garee Beef Curry **,,,$15.50,7,,,108.5,0,108.5
P45 S Gang Prik,,,$10.95,3,,,34.85,0,34.85
P45 special Gang Prik ****,,,$10.95,3,,,32.85,0,32.85
P47 Pad Prik Gang,,,$10.50,14,,,159,0,159
P47 Pad Prik Gang ****,,,$10.50,19,,,211.5,0,211.5
P5 Gang Kua Supparod Curry*,,,$9.95,17,,,180.15,0,180.15
P5 Gang Supparod,,,$9.95,16,,,163.4,0,163.4
P6 Fried Rice,,,$8.75,171,,,1550.75,0,1550.75
P6	 House Fried Rice,,,$8.75,100,,,975.75,0,975.75
P6	 House Fried Rice (Veg),,,$9.95,5,,,55.55,0,55.55
P61 Crab FriRice,,,$14.25,17,,,246.25,0,246.25
P61 Mam's Crab Fried Rice,,,$14.25,24,,,356,0,356
P62 St FriRice,,,$9.75,44,,,447.5,0,447.5
P62 Street Fried Rice,,,$9.50,106,,,1027,3.8,1023.2
P62	 Street Fried Rice,,,$9.75,135,,,1352,0,1352
P63 Thai egg Explosion,,,$10.75,3,,,32.25,0,32.25
P63 Thai Egg Explosion **,,,$10.75,5,,,56.5,0,56.5
P64 Salmon FriRice,,,$15.95,1,,,15.95,0,15.95
P65 Tilapia Fried Rice,,,$15.95,1,,,15.95,0,15.95
P66 Pickle Green Mustard Soup,,,$10.75,2,,,21.5,0,21.5
P7 Pineapple Fried Rice,,,$11.75,25,,,302.75,0,302.75
P7 Pineapple Fried Rice (Veg),,,$12.75,5,,,63.75,0,63.75
P7 Pineapple FriRice,,,$11.75,45,,,532.75,0,532.75
P8 Pad Ga-Prao,,,$9.50,13,,,123.5,0,123.5
P8 Pad Ped Ga-Prao ** ,,,$9.50,8,,,79,0,79
P9 Pad Ga-Prao,,,$10.50,1,,,10.5,0,10.5
P9 Pad Ped Ga-Prao ( Shrimp or Squid )**,,,$10.50,2,,,23,0,23
Pad Ga-Tiam,,,$9.50,4,,,40,0,40
Pad KeeMao,,,$9.50,23,,,237,0,237
Pad Macaroni,,,$9.50,1,,,9.5,0,9.5
Pad Nor Mai,,,$10.50,1,,,13.5,0,13.5
Pad Prik Gang,,,$10.50,1,,,12.5,0,12.5
Pad Sea-Ew,,,$9.50,39,,,390.75,0,390.75
Pad Thai,,,$9.50,39,,,408,0,408
Pad WoonSen,,,$9.95,4,,,45.8,0,45.8
Panang Curry,,,$9.50,11,,,112,0,112
Pepsi,,,$2.50,23,,,57.5,0,57.5
Pineapple FriRice,,,$11.75,8,,,98,0,98
Plain Sticky Rice,,,$2.50,6,,,15,0,15
Prik Khing,,,$9.75,1,,,9.75,0,9.75
Prik Pao,,,$9.50,3,,,28.5,0,28.5
Prik Thai Dum,,,$10.50,1,,,13.5,0,13.5
Rice,,,$2.00,20,,,40,0,40
Rice Custard,,,$5.50,1,,,5.5,0,5.5
Rice Mango,,,$6.50,6,,,39,0,39
Rice Stick Noodle ,,,$3.00,1,,,3,0,3
Roast Chili L,,,$15.00,4,,,60,0,60
Roast Chili S,,,$8.00,4,,,32,0,32
Root Beer,,,$2.50,5,,,12.5,0,12.5
S Garee Beef,,,$15.50,1,,,15.5,0,15.5
S Panang Beef,,,$14.95,3,,,46.85,0,46.85
S1 Madam Mam's Salad,,,$4.95,3,,,14.85,0,14.85
S1 Madam Mam's Salad (Veg),,,$4.95,2,,,10.65,0,10.65
S1 Mam's Salad,,,$4.95,6,,,29.7,0,29.7
S2 Sauce,,,$0.75,4,,,3,0,3
S2 Yum Nuer,,,$11.25,8,,,90,0,90
S2 Yum Nuer **,,,$11.25,6,,,70.5,0,70.5
S2 Yum Tofu ** (Veg),,,$11.25,1,,,11.25,0,11.25
S3 Num Tok,,,$11.25,7,,,78.75,0,78.75
S3 Num Tok (Waterfall) **,,,$11.25,5,,,56.25,0,56.25
S4 Papaya Salad (Veg),,,$9.95,1,,,9.95,0,9.95
S4 Som Tum,,,$9.95,13,,,129.35,0,129.35
S4 Som Tum (Papaya Salad) **,,,$9.95,9,,,89.55,0,89.55
S5 Yum Green Bean *,,,$10.95,1,,,15.7,0,15.7
S5 Yum Grn Bean,,,$10.95,10,,,109.5,0,109.5
SD Broccoli,,,$2.00,1,,,2,0,2
SD Flat Noodle,,,$2.00,3,,,6,0,6
SD Fried Egg Noodle,,,$2.00,1,,,2,0,2
SD Mushroom,,,$2.00,1,,,2,0,2
SD Rice Stick Noodle,,,$2.00,4,,,8,0,8
SD Shrimp (4 pcs),,,$2.00,1,,,2,0,2
SD Steamed Egg Noodle,,,$2.00,2,,,4,0,4
SD Udon,,,$2.00,1,,,2,0,2
Sierra Mist,,,$2.50,25,,,62.5,0,62.5
Singha,,,$3.00,2,,,6,0,6
Soda Water,,,$1.50,6,,,9,0,9
Som Tum,,,$9.95,2,,,19.9,0,19.9
Spring Roll,,,$4.95,17,,,84.9,0,84.9
Sticky Rice,,,$3.00,11,,,34.25,0,34.25
Sub Brown Rice,,,$2.00,1,,,2,0,2
Sweet & Sour,,,$9.50,1,,,9.5,0,9.5
Teaw Gai,,,$9.50,1,,,14,0,14
Teaw Kua Gai,,,$9.75,5,,,48.75,0,48.75
Teaw Moo,,,$9.50,1,,,11.5,0,11.5
Teaw Nuer Sub,,,$9.95,2,,,20.65,0,20.65
Teaw NuerSod,,,$9.50,3,,,28.5,0,28.5
Teaw TomYum,,,$10.25,2,,,22.5,0,22.5
Teaw TomYum Sea,,,$12.25,1,,,12.25,0,12.25
Thai Coffee,,,$3.50,37,,,129.5,0,129.5
Thai Coffee(No Ice),,,$4.75,2,,,9.5,0,9.5
Thai egg Explosion,,,$10.75,2,,,21.5,0,21.5
Thai Milk Green Tea,,,$3.95,63,,,248.85,0,248.85
Thai Milk Green Tea(No Ice),,,$4.95,4,,,19.8,0,19.8
Thai Tea,,,$3.50,181,,,633.5,0,633.5
Thai Tea(No Ice),,,$4.75,21,,,99.75,0,99.75
Tiger,,,$3.00,7,,,21,0,21
Tom Kha,,,$9.50,8,,,82,0,82
Tom Khlong,,,$9.50,1,,,9.5,0,9.5
TomYum,,,$9.50,3,,,30.5,0,30.5
TomYum Moo,,,$10.25,2,,,22.5,0,22.5
Topo Chico,,,$2.50,4,,,10,0,10
Tropicana Lemonade,,,$2.50,2,,,5,0,5
Udon TomYum,,,$9.95,2,,,21.9,0,21.9
Veg Stir-fried,,,$9.50,1,,,9.5,0,9.5
Water,,,$1.50,11,,,16.5,0,16.5
Wings 1 Mix,,,$6.50,52,,,341,0,341
Wings 2 Mix,,,$11.00,23,,,256,0,256
Wings 3 Mix,,,$15.00,2,,,30,0,30
Wings 6 Mix,,,$27.00,2,,,54,0,54
Grand Total:,,,,6632,,,"55,786.65",57.40,"55,729.25"
,Madam Mam's 26th St Restaurant,,,,,Settlement Code: 210129 To 210160,,,
