Food Name,Menu Price,Quantity,Gross,Discount,Net
F12 Teaw Nuer Sub,$9.95,4,42.8,0,42.8
F12. Guay Teaw Nuer Sub,$9.95,7,75.65,0,75.65
F13 (Street Padthai) Bankrupt Noodle,$9.75,88,889.75,0,889.75
F13 Bankrupt Noodle,$9.75,91,900.75,0,900.75
F14 Pad Woon Sen,$9.95,26,277.95,0,277.95
F14 Pad WoonSen,$9.95,15,149.25,0,149.25
F15 Pad Woon Sen,$11.95,4,49.8,0,49.8
F15 Pad Woon Sen ( Shrimp or Squid ),$11.95,1,11.95,0,11.95
F2 Pad Thai,$10.50,26,282.5,0,282.5
F2 Pad Thai ( Shrimp or Squid )*,$10.50,20,220.5,0,220.5
F3 Pad Sea-Ew,$9.50,637,6203,0,6203
F3 Pad Sea-Ew (Half Tray ),$60.00,2,120,0,120
F4 Pad Sea-Ew,$10.50,9,99.5,0,99.5
F4 Pad Sea-Ew ( Shrimp or Squid ),$10.50,13,147.5,0,147.5
F5 Pad KeeMao,$9.50,123,1193.5,0,1193.5
F5 Spicy Pad Kee Mao (Drunken Noodle)***,$9.50,152,1494,0,1494
F6 Pad KeeMao,$10.50,4,44,0,44
F6 Spicy Pad Kee Mao (Drunken Noodle Sh/Sq)***,$10.50,9,100.5,0,100.5
F7 Lard Na,$9.50,10,97,0,97
F8 Lard Na,$10.50,1,10.5,0,10.5
F9 Pad Macaroni,$9.50,7,66.5,0,66.5
F9 Pad Macaroni (Veg),$9.50,2,21.25,0,21.25
G1 Lek Hang,$9.50,2,19,0,19
G1 Sen Lek Hang,$9.50,2,29.25,0,29.25
G1 Soup,$2.00,2,4,0,4
G4 Yum Guay Teaw *,$9.75,1,9.75,0,9.75
G4 Yum Teaw*,$9.75,5,48.75,0,48.75
Gang Pa,$10.50,1,10.5,0,10.5
Gang Supparod,$9.95,1,9.95,0,9.95
Garee Curry,$9.50,1,9.5,0,9.5
Ginger Spice Herbal Blend (Hot),$3.00,2,6,0,6
Ice Thai Milk Green Tea ,$3.95,15,59.25,0,59.25
Jarritos,$3.00,21,63,0,63
Jasmin Jade Tea,$3.00,1,3,0,3
Jasmine White Rice,$2.50,20,50,0,50
Lemon Zest Black Tea (Hot),$3.00,1,3,0,3
Ma Kur Yaow,$9.75,1,15.75,0,15.75
Madam Roll,$4.50,3,13.5,0,13.5
Mam's Ice Thai Coffee,$3.50,14,49,0,49
Mam's Ice Thai Tea ,$3.50,66,231,0,231
Mam's Salad,$4.95,1,4.95,0,4.95
Mam's Thai Milk Green Tea (No Ice),$4.95,2,9.9,0,9.9
Mam's Thai Tea (NO ICE),$4.75,11,52.25,0,52.25
Mam's Wings 10 Pieces,$11.00,16,183.25,0,183.25
Mam's Wings 15 Pieces,$15.00,4,60,0,60
Mam's Wings 20 Pieces,$20.00,1,20,0,20
Mam's Wings 5 Pieces,$6.50,23,154.25,0,154.25
Masman Curry,$9.50,1,9.5,0,9.5
Mex Coke,$3.00,8,24,0,24
Mountain Dew,$1.75,2,3.5,0,3.5
NS1 Guay Teaw Nuer Sod,$9.50,18,190.5,0,190.5
NS1 Teaw NuerSod,$9.50,7,66.5,0,66.5
NS11 Udon Tom Yum **,$9.95,2,21.9,0,21.9
NS11 Udon TomYum,$9.95,11,116.55,0,116.55
NS12 Yen Ta Fo Seafood **,$11.50,4,52,0,52
NS12 YenTaFo Sea,$11.50,1,11.5,0,11.5
NS13 Yen Ta Fo Tofu **,$9.95,3,31.35,0,31.35
NS14 Guay Teaw Tom Yum Moo ****,$10.25,8,88,0,88
NS14 TomYum Moo,$10.25,3,30.75,0,30.75
NS15 Tom Khlong,$9.50,2,19,0,19
NS16 Kao Soi,$10.95,9,98.55,0,98.55
NS16 Kao Soi **,$10.95,19,212.05,0,212.05
NS5 Guay Teaw Moo,$9.50,2,19,0,19
NS5 Teaw Moo,$9.50,1,11.5,0,11.5
NS6 Guay Teaw Gai Toon,$9.50,4,38.5,0,38.5
NS6 Teaw Gai,$9.50,11,107,0,107
NS8 Guay Teaw Tom Yum **,$10.25,15,164.75,0,164.75
NS8 Teaw TomYum,$10.25,15,155.75,0,155.75
NS9 Guay Teaw Tom Yum Seafood **,$12.25,2,24.5,0,24.5
NS9 Teaw TomYum Sea,$12.25,1,12.25,0,12.25
Organic Brown Rice ,$2.50,2,5,0,5
P1 Basil Fried Rice,$9.75,111,1100.25,0,1100.25
P1 Spicy Basil Fried Rice ****,$9.75,40,407.25,0,407.25
P10 Spicy Tom Yum Soup **,$9.50,9,93.5,0,93.5
P10 TomYum,$9.50,14,139,0,139
P11 Spicy Tom Kha Coconut Soup**,$9.50,22,214.5,0,214.5
P11 Tom Kha,$9.50,45,438.5,0,438.5
P12 Panang Curry,$9.50,59,571,0,571
P12 Panang Curry **,$9.50,44,435,0,435
P13 Masman Curry,$9.50,28,267,0,267
P13 Masman Curry **,$9.50,20,192.5,0,192.5
P14 Mixed Vegetable Stir-fried,$9.50,15,164,0,164
P14 Mixed Vegetable Stir-fried (Half Tray),$70.00,1,70,0,70
P14 Veg Stir-fried,$9.50,15,147.5,0,147.5
P15 Prik Thai Dum,$10.50,5,55.5,2.63,52.87
P15	 Pad Prik Thai Dum *,$10.50,7,78.25,0,78.25
P17 ChuChee Salmon,$14.50,6,87,0,87
P17	Curry Chu-Chee Salmon **,$14.50,4,58,0,58
P18 Sweet & Sour,$9.50,5,47.5,0,47.5
P18 Thai Sweet and Sour,$9.50,8,78,0,78
P2 Pad Ga-Tiam,$9.50,16,156,0,156
P2 Pad Ga-Tiam Prik Thai *,$9.50,13,138,0,138
P22 Prik Khing,$9.75,3,30.25,0,30.25
P22	 Pad Prik Khing **,$9.75,3,29.25,0,29.25
P24 Prik Pao,$9.50,3,28.5,0,28.5
P24	 Pad Prik Pao*,$9.50,16,154,0,154
P25 Gang Jeud,$9.00,1,9,0,9
P25	 Gang Jeud (Soup),$9.00,1,9,0,9
P26 Gang Pa,$10.50,9,95.5,0,95.5
P26 Gang Pa (Jungle Curry) ****,$10.50,7,76.5,0,76.5
P28 Amaz,$12.50,3,37.5,0,37.5
P28	 Amazing Seafood Green Beans ***,$12.50,2,25,0,25
P29 Ma Kur Yaow,$9.75,2,19.5,0,19.5
P29	 Pad Ma Kur Yaow (Eggplant),$9.75,2,21.5,0,21.5
P3 Garee Curry,$9.50,55,528.5,1.43,527.07
P3 Garee Curry (Half Tray)**,$75.00,1,75,0,75
P3 Garee Curry **,$9.50,45,451.5,0,451.5
P31 Amaz Grn Bean,$10.50,17,178.5,0,178.5
P31	 Spicy Amazing Green Beans  ***,$10.50,6,72,0,72
P32 Pad Nor Mai,$10.50,3,32.5,0,32.5
P32	 Spicy Pad Ped Nor Mai ****,$10.50,2,21,0,21
P35 Kai Jeaw,$9.50,1,9.5,0,9.5
P35	 Kai Jeaw,$9.50,1,9.5,0,9.5
P38 Kaeng Daeng Vegetables **,$10.50,6,66.5,0,66.5
P38 Kaeng Veg,$10.50,5,54.5,0,54.5
P4 Keow Wan Curry (Half Tray)**,$75.00,1,85,0,85
P4 Keow Wan Curry **,$9.50,29,289.5,0,289.5
P4 KeowWan Curry,$9.50,38,376.5,0,376.5
P41 S Panang Beef,$14.95,6,89.7,0,89.7
P41 Special Panang Beef Curry **,$14.95,8,119.6,0,119.6
P42 S Garee Beef,$15.50,3,46.5,0,46.5
P42 Special Garee Beef Curry **,$15.50,5,77.5,0,77.5
P45 S Gang Prik,$10.95,4,48.8,0,48.8
P45 special Gang Prik ****,$10.95,2,22.4,0,22.4
P47 Pad Prik Gang,$10.50,15,168.5,0,168.5
P47 Pad Prik Gang ****,$10.50,14,163,0,163
P5 Gang Kua Supparod Curry*,$9.95,13,130.35,0,130.35
P5 Gang Supparod,$9.95,8,84.7,0,84.7
P6 Fried Rice,$8.75,123,1110.25,0,1110.25
P6 House Fried Rice (Half Tray),$55.00,2,110,0,110
P6	 House Fried Rice,$8.75,78,733.5,0,733.5
P6	 House Fried Rice (Veg),$9.95,5,51.35,0,51.35
P61 Crab FriRice,$14.25,15,214.25,0,214.25
P61 Mam's Crab Fried Rice,$14.25,9,136.25,0,136.25
P62 St FriRice,$9.75,24,236,0,236
P62 Street Fried Rice,$9.50,67,653,0,653
P62	 Street Fried Rice,$9.75,95,961,0,961
P63 Thai egg Explosion,$10.75,4,43,0,43
P63 Thai Egg Explosion **,$10.75,3,32.25,0,32.25
P64 Salmon Fried Rice,$15.95,3,50.85,0,50.85
P65 Tilapia Fried Rice,$15.95,1,15.95,0,15.95
P7 Pineapple Fried Rice,$11.75,36,432,0,432
P7 Pineapple Fried Rice (Veg),$11.75,3,41.25,0,41.25
P7 Pineapple FriRice,$11.75,24,284,0,284
P8 Pad Ga-Prao,$9.50,13,125.5,0,125.5
P8 Pad Ped Ga-Prao ** ,$9.50,8,76,0,76
P9 Pad Ga-Prao,$10.50,1,10.5,0,10.5
P9 Pad Ped Ga-Prao ( Shrimp or Squid )**,$10.50,1,13.5,0,13.5
Pad Ga-Prao,$9.50,1,11.5,0,11.5
Pad KeeMao,$10.50,8,81,0,81
Pad Macaroni,$9.50,1,9.5,0,9.5
Pad Sea-Ew,$9.50,8,79.5,0,79.5
Pad Thai,$9.50,13,126.5,0,126.5
Panang Curry,$9.50,6,57,0,57
Pepsi,$2.50,9,22.5,0,22.5
Plain Sticky Rice,$2.50,15,37.5,0,37.5
Rice,$2.00,26,52,0,52
Rice Mango,$6.50,5,32.5,0,32.5
Roast Chili L,$15.00,2,30,0,30
Roast Chili S,$8.00,1,8,0,8
Root Beer,$2.50,1,2.5,0,2.5
S Gang Prik,$10.95,1,10.95,0,10.95
S Garee Beef,$15.50,1,15.5,0,15.5
S Panang Beef,$14.95,1,14.95,0,14.95
S1 Madam Mam's Salad,$4.95,3,15.6,0,15.6
S1 Madam Mam's Salad (Veg),$4.95,1,4.95,0,4.95
S1 Mam's Salad,$4.95,4,19.8,0,19.8
S1 Sauce,$0.75,1,0.75,0,0.75
S2 Sauce,$0.75,1,0.75,0,0.75
S2 Yum Nuer,$11.25,8,92,0,92
S2 Yum Nuer **,$11.25,4,47,0,47
S2 Yum Tofu ** (Veg),$12.25,7,83.75,0,83.75
S3 Num Tok,$11.25,9,101.25,0,101.25
S3 Num Tok (Waterfall) **,$11.25,11,123.75,0,123.75
S4 Som Tum,$9.95,10,99.5,0,99.5
S4 Som Tum (Papaya Salad) **,$9.95,6,59.7,0,59.7
S4 Som Tum (Papaya Salad) **  (Veg),$10.50,1,10.5,0,10.5
S5 Yum Green Bean *,$10.95,4,47.8,0,47.8
S5 Yum Grn Bean,$10.95,2,21.9,0,21.9
SD Bok Choy,$2.00,1,2,0,2
SD Broccoli,$2.00,2,4,0,4
SD Flat Noodle,$2.00,1,2,0,2
SD Linguini,$2.00,1,2,0,2
SD Mix Veggies,$3.00,2,6,0,6
SD Steamed Egg Noodle,$2.00,1,2,0,2
SD Udon,$2.00,1,2,0,2
Sierra Mist,$2.50,6,15,0,15
Soda Water,$1.50,19,28.5,0,28.5
Spring Roll,$4.95,1,4.95,0,4.95
Steamed Egg Noodle,$3.00,2,6,0,6
Sticky Rice,$3.00,5,15,0,15
Sweet Sticky Rice topped with Coconut Sauce,$3.50,3,10.5,0,10.5
Teaw Gai,$9.50,1,9.5,0,9.5
Teaw Kua Gai,$9.75,1,9.75,0,9.75
Teaw NuerSod,$9.50,1,9.5,0,9.5
Teaw TomYum,$10.25,2,20.5,0,20.5
Thai Coffee,$3.50,37,129.5,0,129.5
Thai egg Explosion,$10.75,1,10.75,0,10.75
Thai Milk Green Tea,$3.95,27,106.65,0,106.65
Thai Tea,$3.50,102,357,0,357
Thai Tea(No Ice),$4.75,9,42.75,0,42.75
Topo Chico,$2.50,13,32.5,0,32.5
Tropicana Lemonade,$2.50,3,7.5,0,7.5
Veg Stir-fried,$9.50,1,11.5,0,11.5
Vermicelli Rice Noodle,$3.00,1,3,0,3
Water,$1.50,8,12,0,12
Wings 1 Mix,$6.50,34,221.5,0,221.5
Wings 2 Mix,$11.00,23,253,0,253
Wings 3 Mix,$15.00,2,30,0,30
Wings 4 Mix,$20.00,2,40,0,40
Wings 5 Mix,$24.00,1,24,0,24
