Food Name,Menu Price,Quantity,Gross,Discount,Net
P18 Sweet & Sour,$9.50,27,259,0,259
P18 Thai Sweet and Sour,$9.50,9,89.5,0,89.5
P19 Rice Soup,$9.50,1,13.5,0,13.5
P2 Pad Ga-Tiam,$9.50,40,386,0,386
P2 Pad Ga-Tiam Prik Thai *,$9.50,9,91.5,0,91.5
P22 Prik Khing,$9.75,17,168,0,168
P22	 Pad Prik Khing **,$9.75,12,125.5,0,125.5
P24 Prik Pao,$9.50,23,218.5,0,218.5
P24	 Pad Prik Pao*,$9.50,20,214,0,214
P24	 Pad Prik Pao* (GF),$10.50,1,10.5,0,10.5
P25 Gang Jeud,$9.00,2,18,0,18
P25	 Gang Jeud (Soup),$9.00,1,9,0,9
P26 Gang Pa,$10.50,10,105,0,105
P26 Gang Pa (Jungle Curry) ****,$10.50,2,21,0,21
P28 Amaz,$12.50,9,114.5,0,114.5
P28	 Amazing Seafood Green Beans ***,$12.50,3,39.5,0,39.5
P3 Garee Curry,$9.50,83,804,0,804
P3 Garee Curry **,$9.50,33,326,0,326
P31 Amaz Grn Bean,$10.50,20,231,0,231
P31	 Spicy Amazing Green Beans  ***,$10.50,11,124,0,124
P32 Pad Nor Mai,$10.50,12,128,0,128
P32	 Spicy Pad Ped Nor Mai ****,$10.50,2,23,0,23
P34 Bean Sprout,$8.95,4,39.8,0,39.8
P34	 Stir-fried Bean Sprout,$8.95,2,17.9,0,17.9
P35 Kai Jeaw,$9.50,5,53.5,0,53.5
P38 Kaeng Daeng Vegetables **,$10.50,14,173,0,173
P38 Kaeng Daeng Vegetables ** (GF),$11.50,1,11.5,0,11.5
P38 Kaeng Veg,$10.50,9,102.5,0,102.5
P4 Keow Wan Curry **,$9.50,40,402,0,402
P4 Keow Wan Curry ** (GF),$10.50,1,10.5,0,10.5
P4 KeowWan Curry,$9.50,83,808.5,0,808.5
P41 S Panang Beef,$14.95,30,450.5,0,450.5
P41 Special Panang Beef Curry **,$14.95,11,166.95,0,166.95
P41 Special Panang Beef Curry ** (GF),$15.95,1,15.95,0,15.95
P42 S Garee Beef,$15.50,21,327.5,0,327.5
P42 Special Garee Beef Curry **,$15.50,2,31.5,0,31.5
P45 S Gang Prik,$10.95,8,91.6,0,91.6
P45 special Gang Prik ****,$10.95,3,36.85,0,36.85
P47 Pad Prik Gang,$10.50,33,369.5,0,369.5
P47 Pad Prik Gang ****,$10.50,15,165,0,165
P5 Gang Kua Supparod Curry*,$9.95,10,106.5,0,106.5
P5 Gang Supparod,$9.95,18,180.2,0,180.2
P6 Fried Rice,$8.75,236,2108,0,2108
P6	 House Fried Rice,$8.75,120,1102,0,1102
P6	 House Fried Rice (Veg),$9.95,8,83.4,0,83.4
P61 Crab FriRice,$14.25,63,915.75,0,915.75
P61 Mam's Crab Fried Rice,$14.25,14,199.5,0,199.5
P62 St FriRice,$9.75,113,1129.75,0,1129.75
P62 Street Fried Rice,$9.50,94,910.5,0,910.5
P62	 Street Fried Rice,$9.75,130,1303.25,0,1303.25
P63 Thai egg Explosion,$10.75,20,215,0,215
P63 Thai Egg Explosion **,$10.75,3,32.25,0,32.25
P66 Pickle Green Mustard Soup,$10.75,1,10.75,0,10.75
P7 Pineapple Fried Rice,$11.75,40,478,0,478
P7 Pineapple Fried Rice (Veg),$12.75,8,110.5,0,110.5
P7 Pineapple FriRice,$11.75,78,934.5,0,934.5
P8 Pad Ga-Prao,$9.50,23,222.5,0,222.5
P8 Pad Ped Ga-Prao ** ,$9.50,10,97,0,97
P9 Pad Ga-Prao,$10.50,2,21,0,21
P9 Pad Ped Ga-Prao ( Shrimp or Squid )**,$10.50,3,35.5,0,35.5
Pad Ga-Tiam,$9.50,1,9.5,0,9.5
Pepsi,$2.50,26,65,0,65
Plain Sticky Rice,$2.50,4,10,0,10
Rice,$2.00,36,72,0,72
Roast Chili L,$15.00,2,30,0,30
Roast Chili S,$8.00,1,8,0,8
S1 Madam Mam's Salad,$4.95,8,41.1,0,41.1
S1 Mam's Salad,$4.95,13,64.35,0,64.35
S1 Sauce,$0.75,1,0.75,0,0.75
S2 Sauce,$0.75,5,3.75,0,3.75
S2 Yum Nuer,$11.25,11,123.75,0,123.75
S2 Yum Nuer **,$11.25,2,27.5,0,27.5
S2 Yum Tofu ** (Veg),$12.25,3,35.75,0,35.75
S3 Num Tok,$11.25,20,225,0,225
S3 Num Tok (Waterfall) **,$11.25,6,69.5,0,69.5
S4 Papaya Salad (Veg),$9.95,1,9.95,0,9.95
S4 Som Tum,$9.95,17,169.15,0,169.15
S4 Som Tum (Papaya Salad) **,$9.95,13,129.35,0,129.35
S5 Yum Green Bean *,$10.95,2,21.9,0,21.9
S5 Yum Grn Bean,$10.95,13,142.35,0,142.35
Sapporo,$3.00,20,60,0,60
SD Amz Sauce,$0.75,2,1.5,0,1.5
SD Bok Choy,$2.00,1,2,0,2
SD Broccoli,$2.00,1,2,0,2
SD Cilantro,$0.50,1,0.5,0,0.5
SD Cucumber,$0.50,1,0.5,0,0.5
SD Flat Noodle,$2.00,1,2,0,2
SD Fried Tofu,$2.00,1,2,0,2
SD Mix Veggies,$3.00,3,9,0,9
SD Rice Stick Noodle,$2.00,1,2,0,2
SD Steamed Egg Noodle,$2.00,1,2,0,2
SD Udon,$2.00,1,2,0,2
SD Vermicelli,$2.00,3,6,0,6
Sierra Mist,$2.50,13,32.5,0,32.5
Singha,$3.00,23,69,0,69
Singha Beer Bottle,$3.00,7,21,0,21
Soda Water,$1.50,15,22.5,0,22.5
Sticky Rice,$3.00,14,42.75,0,42.75
Sub Brown Rice,$2.00,3,6,0,6
Sweet Sticky Rice topped with Coconut Sauce,$3.50,7,26,0,26
Thai Coffee,$3.50,69,241.5,0,241.5
Thai Coffee(No Ice),$4.75,5,23.75,0,23.75
Thai Milk Green Tea,$3.95,56,221.2,0,221.2
Thai Milk Green Tea(No Ice),$4.95,6,29.7,0,29.7
Thai Tea,$3.50,251,878.5,0,878.5
Thai Tea(No Ice),$4.75,8,38,0,38
Tiger,$3.00,8,24,0,24
Tropicana Lemonade,$2.50,5,12.5,0,12.5
Vermicelli Rice Noodle,$3.00,1,3,0,3
Water,$1.50,1,1.5,0,1.5
Wings 1 Mix,$6.50,63,411.5,0,411.5
Wings 2 Mix,$11.00,40,442,0,442
Wings 3 Mix,$15.00,7,105,0,105
