Food Name,Menu Price,Quantity,Gross,Discount,Net
F1 Pad Thai*,$11.00,193,2190.1,0,2190.1
F1 Pad Thai* (GF),$11.00,12,136,0,136
F1 Pad Thai* (Half Tray ),$65.00,1,65,0,65
F10 Pad Macaroni,$13.00,15,203,2.25,200.75
F10 Pad Macaroni ( Shrimp or Squid ),$13.00,3,39,0,39
F11 Guay Teaw Kua Gai ,$11.00,17,190.5,0,190.5
F11 Teaw Kua Gai,$11.00,48,534.8,2.75,532.05
F12 Teaw Nuer Sub,$11.00,7,81,0,81
F12. Guay Teaw Nuer Sub,$11.00,5,57.75,0,57.75
F13 (Street Padthai) Bankrupt Noodle,$11.00,115,1311.6,0,1311.6
F13 (Street Padthai) Bankrupt Noodle (GF),$11.00,6,72,0,72
F13 Bankrupt Noodle,$11.00,266,3050.7,16.65,3034.05
F13 Bankrupt Noodle (GF),$11.00,2,22,0,22
F14 Pad Woon Sen,$11.00,31,355.3,0,355.3
F14 Pad WoonSen,$11.00,59,661.8,0,661.8
F15 Pad Woon Sen,$13.00,8,109,0,109
F15 Pad Woon Sen ( Shrimp or Squid ),$13.00,4,56,0,56
F2 Pad Thai,$13.00,70,914,6.5,907.5
F2 Pad Thai ( Shrimp or Squid )*,$13.00,22,289.5,0,289.5
F2 Pad Thai ( Shrimp or Squid )* (GF),$13.00,3,41,0,41
F3 Pad Sea-Ew,$11.00,810,9117.2,7.7,9109.5
F3 Pad Sea-Ew (Half Tray ),$65.00,2,130,0,130
F4 Pad Sea-Ew,$13.00,43,572,0,572
F4 Pad Sea-Ew ( Shrimp or Squid ),$13.00,13,177,0,177
F5 Pad Kee Mao (Drunken Noodle)*** (GF),$11.00,6,68,0,68
F5 Pad KeeMao,$11.00,329,3668,7.1,3660.9
F5 Spicy Pad Kee Mao (Drunken Noodle)***,$11.00,110,1271.75,0,1271.75
F6 Pad Kee Mao (Drunken Noodle Sh/Sq)*** (GF),$13.00,1,13,0,13
F6 Pad KeeMao,$13.00,45,604.5,9.7,594.8
F6 Spicy Pad Kee Mao (Drunken Noodle Sh/Sq)***,$13.00,6,82,0,82
F7 Lard Na,$11.00,16,183,0,183
F8 Lard Na,$13.00,2,26,0,26
F9 Pad Macaroni,$11.00,21,233.8,0,233.8
F9 Pad Macaroni (Veg),$11.00,1,11,0,11
Fireman #4,$5.00,6,30,0,30
G1 Lek Hang,$11.00,11,127,0,127
G1 Sen Lek Hang,$11.00,4,44,0,44
G1 Soup,$2.00,1,2,0,2
G4 Yum Guay Teaw *,$11.00,3,35,0,35
G4 Yum Teaw*,$11.00,5,57,0,57
Gift Cer,$0.00,1,0,0,0
Ginger Spice Tea,$3.00,7,21,0,21
Ice Thai Milk Green Tea ,$4.00,10,40,0,40
Jarritos,$3.00,10,30,0,30
Jasmin Jade Tea,$3.00,6,18,0,18
Jasmine White Rice,$2.50,18,45,0,45
Kenwood Cab Sauvignon,$8.00,2,16,0,16
Kirin Ichiban,$5.00,33,159,0,159
Kirin Ichiban (Bottle) ,$5.00,2,10,0,10
Kirin Ichiban TAB,$5.00,22,110,0,110
Kirin Light,$5.00,1,5,0,5
Lemon Zest Tea,$3.00,1,3,0,3
Lemongrass Ginger Tea,$3.00,10,30,0,30
Mam's Ice Thai Coffee,$4.00,10,40,0,40
Mam's Ice Thai Tea ,$4.00,48,192,0,192
Mam's Thai coffee (NO ICE),$5.00,2,10,0,10
Mam's Thai Milk Green Tea (No Ice),$5.00,4,20,0,20
Mam's Thai Tea (NO ICE),$5.00,9,45,0,45
Mam's Wings 10 Pieces,$13.00,11,145.75,0,145.75
Mam's Wings 15 Pieces,$18.00,2,36,0,36
Mam's Wings 20 Pieces,$24.00,2,48,0,48
Mam's Wings 5 Pieces,$7.00,18,131.75,0,131.75
Mex Coke,$3.00,22,66,0,66
"Mohua Sauvignon Blanc, Gls",$9.00,1,9,0,9
Moonstone Coconut Lemongrass,$13.75,4,55,0,55
NS1 Guay Teaw Nuer Sod,$11.00,12,142,0,142
NS1 Teaw NuerSod,$11.00,44,491,0,491
NS11 Udon Tom Yum **,$11.00,5,55,0,55
NS11 Udon TomYum,$11.00,13,155.6,3.39,152.21
NS12 Yen Ta Fo Seafood **,$13.00,2,28,0,28
NS12 YenTaFo Sea,$13.00,8,104,0,104
NS13 Yen Ta Fo Tofu **,$11.00,1,11,0,11
NS13 YenTaFo Tofu,$11.00,5,55,0,55
NS14 Guay Teaw Tom Yum Moo ****,$11.00,4,44,0,44
NS14 TomYum Moo,$11.00,22,246,0,246
NS15 Tom Khlong,$11.00,6,68,0,68
NS15 Tom Khlong **.,$11.00,4,46,0,46
NS16 Kao Soi,$12.50,32,402,3.13,398.87
NS16 Kao Soi **,$12.50,15,196,0,196
NS5 Guay Teaw Moo,$11.00,3,33,0,33
NS5 Teaw Moo,$11.00,19,220,0,220
NS6 Guay Teaw Gai Toon,$11.00,3,33,0,33
NS6 Teaw Gai,$11.00,17,193,2.75,190.25
NS8 Guay Teaw Tom Yum **,$11.00,12,136,0,136
NS8 Teaw TomYum,$10.25,28,299,2.56,296.44
NS9 Guay Teaw Tom Yum Seafood **,$13.00,2,26,0,26
NS9 Teaw TomYum Sea,$13.00,4,52,0,52
Oolong Tea,$3.00,2,6,0,6
Open Food,$0.00,2,3,0,3
Open Liquor,$0.00,2,29,0,29
P1 Basil Fried Rice,$12.00,149,1810,3,1807
P1 Spicy Basil Fried Rice ****,$12.00,52,634.5,0,634.5
P10 Spicy Tom Yum Soup **,$11.00,10,114,0,114
P10 TomYum,$11.00,32,374,0,374
P11 Spicy Tom Kha Coconut Soup**,$11.00,36,410,0,410
P11 Tom Kha,$11.00,75,848,0,848
P12 Panang Curry,$11.00,159,1763,1.1,1761.9
P12 Panang Curry (GF),$11.00,1,11,0,11
P12 Panang Curry **,$11.00,53,618,0,618
P13 Masman Curry,$11.00,74,832,3.85,828.15
P13 Masman Curry **,$11.00,27,303,0,303
P14 Mixed Vegetable Stir-fried,$11.00,17,196,0,196
P14 Veg Stir-fried,$11.00,48,551.8,0,551.8
P15 Prik Thai Dum,$13.00,17,229,3.25,225.75
P15	 Pad Prik Thai Dum *,$13.00,10,142,0,142
P18 Sweet & Sour,$13.00,19,251,0,251
P18 Thai Sweet and Sour,$13.00,6,78,0,78
P19 Rice Soup,$11.00,3,35,0,35
P2 Pad Ga-Tiam,$11.00,52,591,5.5,585.5
P2 Pad Ga-Tiam Prik Thai *,$11.00,9,101.5,0,101.5
P22 Prik Khing,$11.00,14,156,1.1,154.9
P22	 Pad Prik Khing **,$11.00,17,203.5,0,203.5
P24 Prik Pao,$11.00,20,229,0,229
P24	 Pad Prik Pao*,$11.00,10,118,0,118
P24	 Pad Prik Pao* (GF),$11.00,1,11,0,11
P25 Gang Jeud,$10.50,3,31.5,0,31.5
P25	 Gang Jeud (Soup),$11.00,1,11,0,11
P26 Gang Pa,$12.50,20,250,0,250
P26 Gang Pa (Jungle Curry) ****,$13.00,2,28,0,28
P28 Amaz,$14.00,6,84,0,84
P3 Garee Curry,$11.00,96,1083,0,1083
P3 Garee Curry **,$11.00,28,320,0,320
P3 Solo Curry,$5.00,1,5,0,5
P31 Amaz Grn Bean,$12.00,26,316,0,316
P31	 Spicy Amazing Green Beans  ***,$12.00,10,126,0,126
P32 Pad Nor Mai,$12.00,11,137,0,137
P32	 Spicy Pad Ped Nor Mai ****,$12.00,1,12,0,12
P34 Bean Sprout,$11.00,8,88,0,88
P35 Kai Jeaw,$11.00,8,94,4.25,89.75
P35	 Kai Jeaw,$11.00,2,22,0,22
P38 Kaeng Daeng Vegetables **,$12.00,9,120,0,120
P38 Kaeng Veg,$12.00,19,236,1.2,234.8
P38 Kaeng Veg (GF),$12.00,1,12,0,12
P4 Keow Wan Curry **,$11.00,29,339.5,0,339.5
P4 Keow Wan Curry ** (GF),$11.00,1,11,0,11
P4 KeowWan Curry,$11.00,71,801,0,801
P4 KeowWan Curry 1/2,$5.50,2,11,0,11
P41 S Panang Beef,$17.00,41,701,12.75,688.25
P41 Special Panang Beef Curry **,$17.00,9,156,0,156
P42 S Garee Beef,$17.50,34,595,0,595
P42 Special Garee Beef Curry **,$17.50,5,87.5,0,87.5
P45 S Gang Prik,$11.00,17,189,0,189
P45 special Gang Prik ****,$11.00,3,33,0,33
P47 Pad Prik Gang,$11.00,34,384.5,6,378.5
P47 Pad Prik Gang ****,$11.00,8,95,0,95
P5 Gang Kua Supparod Curry*,$11.00,9,101,0,101
P5 Gang Supparod,$11.00,21,233,0,233
P6 Fried Rice,$10.00,237,2429.05,0,2429.05
P6 Fried Rice 1/2,$5.00,4,20,0,20
P6 House Fried Rice (Half Tray),$70.00,1,70,0,70
P6	 House Fried Rice,$10.00,84,882.4,0,882.4
P6	 House Fried Rice (Veg),$10.00,4,44,0,44
P61 Crab FriRice,$16.00,40,646,8,638
P61 Mam's Crab Fried Rice,$16.00,14,240.8,0,240.8
P62 St FriRice,$11.00,102,1147,4.95,1142.05
P62 Street Fried Rice,$11.00,142,1593,0,1593
P62	 Street Fried Rice,$11.00,89,1014.8,0,1014.8
P63 Thai egg Explosion,$11.50,27,315.3,0,315.3
P63 Thai Egg Explosion **,$12.00,3,36,0,36
P7 Pineapple Fried Rice,$14.00,22,312,0,312
P7 Pineapple Fried Rice (Veg),$14.00,2,28,0,28
P7 Pineapple FriRice,$14.00,82,1155.5,1.4,1154.1
P8 Pad Ga-Prao,$11.00,23,256,0,256
P8 Pad Ped Ga-Prao ** ,$11.00,7,84,0,84
P9 Pad Ga-Prao,$13.00,8,109,0,109
Pepsi,$2.50,33,82.5,0,82.5
Plain Sticky Rice,$2.50,7,17.5,0,17.5
Pure Green Tea,$3.00,15,45,0,45
Rice,$2.50,39,98.5,0,98.5
Roast Chili L,$18.00,1,18,0,18
Roast Chili S,$10.00,10,100,0,100
S1 Madam Mam's Salad,$5.00,4,20,0,20
S1 Madam Mam's Salad (Veg),$5.00,1,5,0,5
S1 Mam's Salad,$5.00,10,50,1.25,48.75
S2 Sauce,$0.75,3,2.25,0,2.25
S2 Yum Nuer,$12.50,21,262.5,0,262.5
S2 Yum Nuer **,$12.50,4,53,0,53
S2 Yum Tofu ** (Veg),$12.50,1,12.5,0,12.5
S3 Num Tok,$12.50,26,327,0,327
S3 Num Tok (Waterfall) **,$12.50,8,104,0,104
S3 Num Tok 1/2,$6.25,2,12.5,0,12.5
S4 Papaya Salad (Veg),$10.50,1,10.5,0,10.5
S4 Som Tum,$10.50,28,294,0,294
S4 Som Tum (Papaya Salad) **,$10.50,9,94.5,0,94.5
S5 Yum Green Bean *,$12.50,1,12.5,0,12.5
S5 Yum Grn Bean,$12.50,14,175,0,175
Sake Single,$4.00,18,72,0,72
Sapporo,$5.00,9,45,0,45
Sapporo Beer (Bottle) ,$5.00,1,5,0,5
Sayuri Nigori,$13.75,2,27.5,0,27.5
SD Broccoli,$2.00,1,2,0,2
SD Chicken,$2.00,1,2,0,2
SD Cucumber,$0.50,1,0.5,0,0.5
SD Fried Egg,$2.75,2,5.5,0,5.5
SD Mango,$3.00,2,6,0,6
SD Mix Veggies,$3.00,5,15,0,15
SD Penne,$2.50,1,2.5,0,2.5
SD Rice Stick Noodle,$2.50,1,2.5,0,2.5
SD Vermicelli,$2.50,3,7.5,0,7.5
Sierra Mist,$2.50,4,10,0,10
Singha,$5.00,30,150,0,150
Singha Beer Bottle,$5.00,3,15,0,15
Steamed Egg Noodle,$3.00,1,3,0,3
Sticky Rice,$3.00,4,12,0,12
Sub Brown Rice,$2.50,15,37.5,0,37.5
Sweet coconut sauce ,$1.00,2,2,0,2
Sweet Sticky Rice,$3.00,2,6,0,6
Sweet Sticky Rice topped with Coconut Sauce,$3.50,6,21,0,21
Thai Coffee,$4.00,70,280,1,279
Thai Milk Green Tea,$4.00,68,272,1.2,270.8
Thai Milk Green Tea(No Ice),$5.00,2,10,0,10
Thai Tea,$4.00,245,980,1.4,978.6
Thai Tea(No Ice),$5.00,11,55,0,55
The Seeker Pinot Grigio,$8.00,7,54,0,54
Tiger,$2.00,12,57,0,57
Tiger Beer (Bottle) ,$5.00,1,5,0,5
Topo Chico,$2.50,1,2.5,0,2.5
Tormaresca Chardonnay,$8.00,12,88,0,88
Twisted X TAB,$5.00,15,75,0,75
Unsweet Ice Tea (Refill),$3.00,22,66,0,66
Wings 1 Mix,$7.00,75,527.5,3.5,524.0
Wings 1 Mix 1/3,$2.33,3,7,0,7
Wings 2 Mix,$13.00,43,561,3.25,557.75
Wings 2 Mix 1/2,$6.50,4,26,0,26
Wings 3 Mix,$17.00,9,162.5,0,162.5
Wings 4 Mix,$24.00,3,72,0,72
