P24	 Pad Prik Pao*,$9.50,18,186,0,186,2021-03-01 00:00:00,2021-03-31 00:00:00
P25 Gang Jeud,$9.00,1,9,0,9,2021-03-01 00:00:00,2021-03-31 00:00:00
P26 Gang Pa,$10.50,5,59,0,59,2021-03-01 00:00:00,2021-03-31 00:00:00
P26 Gang Pa (Jungle Curry) ****,$10.50,3,31.5,0,31.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P28 Amaz,$12.50,2,25,0,25,2021-03-01 00:00:00,2021-03-31 00:00:00
P29	 Pad Ma Kur Yaow (Eggplant),$9.75,1,9.75,0,9.75,2021-03-01 00:00:00,2021-03-31 00:00:00
P3 Garee Curry,$9.50,66,650,0,650,2021-03-01 00:00:00,2021-03-31 00:00:00
P3 Garee Curry **,$9.50,27,267,0,267,2021-03-01 00:00:00,2021-03-31 00:00:00
P31 Amaz Grn Bean,$10.50,22,232,0,232,2021-03-01 00:00:00,2021-03-31 00:00:00
P31	 Spicy Amazing Green Beans  ***,$10.50,6,70,0,70,2021-03-01 00:00:00,2021-03-31 00:00:00
P32 Pad Nor Mai,$10.50,1,10.5,0,10.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P32	 Spicy Pad Ped Nor Mai ****,$10.50,3,34.5,0,34.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P34 Bean Sprout,$8.95,3,28.85,0,28.85,2021-03-01 00:00:00,2021-03-31 00:00:00
P34	 Stir-fried Bean Sprout,$8.95,1,8.95,0,8.95,2021-03-01 00:00:00,2021-03-31 00:00:00
P35 Kai Jeaw,$9.50,3,28.5,0,28.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P35	 Kai Jeaw,$9.50,2,25,0,25,2021-03-01 00:00:00,2021-03-31 00:00:00
P38 Kaeng Daeng Vegetables **,$10.50,15,186,0,186,2021-03-01 00:00:00,2021-03-31 00:00:00
P38 Kaeng Veg,$10.50,7,77.5,0,77.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P4 Keow Wan Curry **,$9.50,25,251.5,0,251.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P4 KeowWan Curry,$9.50,59,573.5,0,573.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P41 S Panang Beef,$14.95,14,209.3,0,209.3,2021-03-01 00:00:00,2021-03-31 00:00:00
P41 Special Panang Beef Curry **,$14.95,8,121.6,0,121.6,2021-03-01 00:00:00,2021-03-31 00:00:00
P42 S Garee Beef,$15.50,9,140,0,140,2021-03-01 00:00:00,2021-03-31 00:00:00
P42 Special Garee Beef Curry **,$15.50,7,108.5,0,108.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P45 S Gang Prik,$10.95,3,34.85,0,34.85,2021-03-01 00:00:00,2021-03-31 00:00:00
P45 special Gang Prik ****,$10.95,3,32.85,0,32.85,2021-03-01 00:00:00,2021-03-31 00:00:00
P47 Pad Prik Gang,$10.50,14,159,0,159,2021-03-01 00:00:00,2021-03-31 00:00:00
P47 Pad Prik Gang ****,$10.50,19,211.5,0,211.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P5 Gang Kua Supparod Curry*,$9.95,17,180.15,0,180.15,2021-03-01 00:00:00,2021-03-31 00:00:00
P5 Gang Supparod,$9.95,16,163.4,0,163.4,2021-03-01 00:00:00,2021-03-31 00:00:00
P6 Fried Rice,$8.75,171,1550.75,0,1550.75,2021-03-01 00:00:00,2021-03-31 00:00:00
P6	 House Fried Rice,$8.75,100,975.75,0,975.75,2021-03-01 00:00:00,2021-03-31 00:00:00
P6	 House Fried Rice (Veg),$9.95,5,55.55,0,55.55,2021-03-01 00:00:00,2021-03-31 00:00:00
P61 Crab FriRice,$14.25,17,246.25,0,246.25,2021-03-01 00:00:00,2021-03-31 00:00:00
P61 Mam's Crab Fried Rice,$14.25,24,356,0,356,2021-03-01 00:00:00,2021-03-31 00:00:00
P62 St FriRice,$9.75,44,447.5,0,447.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P62 Street Fried Rice,$9.50,106,1027,3.8,1023.2,2021-03-01 00:00:00,2021-03-31 00:00:00
P62	 Street Fried Rice,$9.75,135,1352,0,1352,2021-03-01 00:00:00,2021-03-31 00:00:00
P63 Thai egg Explosion,$10.75,3,32.25,0,32.25,2021-03-01 00:00:00,2021-03-31 00:00:00
P63 Thai Egg Explosion **,$10.75,5,56.5,0,56.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P64 Salmon FriRice,$15.95,1,15.95,0,15.95,2021-03-01 00:00:00,2021-03-31 00:00:00
P65 Tilapia Fried Rice,$15.95,1,15.95,0,15.95,2021-03-01 00:00:00,2021-03-31 00:00:00
P66 Pickle Green Mustard Soup,$10.75,2,21.5,0,21.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P7 Pineapple Fried Rice,$11.75,25,302.75,0,302.75,2021-03-01 00:00:00,2021-03-31 00:00:00
P7 Pineapple Fried Rice (Veg),$12.75,5,63.75,0,63.75,2021-03-01 00:00:00,2021-03-31 00:00:00
P7 Pineapple FriRice,$11.75,45,532.75,0,532.75,2021-03-01 00:00:00,2021-03-31 00:00:00
P8 Pad Ga-Prao,$9.50,13,123.5,0,123.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P8 Pad Ped Ga-Prao ** ,$9.50,8,79,0,79,2021-03-01 00:00:00,2021-03-31 00:00:00
P9 Pad Ga-Prao,$10.50,1,10.5,0,10.5,2021-03-01 00:00:00,2021-03-31 00:00:00
P9 Pad Ped Ga-Prao ( Shrimp or Squid )**,$10.50,2,23,0,23,2021-03-01 00:00:00,2021-03-31 00:00:00
Pad Ga-Tiam,$9.50,4,40,0,40,2021-03-01 00:00:00,2021-03-31 00:00:00
Pad KeeMao,$9.50,23,237,0,237,2021-03-01 00:00:00,2021-03-31 00:00:00
Pad Macaroni,$9.50,1,9.5,0,9.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Pad Nor Mai,$10.50,1,13.5,0,13.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Pad Prik Gang,$10.50,1,12.5,0,12.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Pad Sea-Ew,$9.50,39,390.75,0,390.75,2021-03-01 00:00:00,2021-03-31 00:00:00
Pad Thai,$9.50,39,408,0,408,2021-03-01 00:00:00,2021-03-31 00:00:00
Pad WoonSen,$9.95,4,45.8,0,45.8,2021-03-01 00:00:00,2021-03-31 00:00:00
Panang Curry,$9.50,11,112,0,112,2021-03-01 00:00:00,2021-03-31 00:00:00
Pepsi,$2.50,23,57.5,0,57.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Pineapple FriRice,$11.75,8,98,0,98,2021-03-01 00:00:00,2021-03-31 00:00:00
Plain Sticky Rice,$2.50,6,15,0,15,2021-03-01 00:00:00,2021-03-31 00:00:00
Prik Khing,$9.75,1,9.75,0,9.75,2021-03-01 00:00:00,2021-03-31 00:00:00
Prik Pao,$9.50,3,28.5,0,28.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Prik Thai Dum,$10.50,1,13.5,0,13.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Rice,$2.00,20,40,0,40,2021-03-01 00:00:00,2021-03-31 00:00:00
Rice Custard,$5.50,1,5.5,0,5.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Rice Mango,$6.50,6,39,0,39,2021-03-01 00:00:00,2021-03-31 00:00:00
Rice Stick Noodle ,$3.00,1,3,0,3,2021-03-01 00:00:00,2021-03-31 00:00:00
Roast Chili L,$15.00,4,60,0,60,2021-03-01 00:00:00,2021-03-31 00:00:00
Roast Chili S,$8.00,4,32,0,32,2021-03-01 00:00:00,2021-03-31 00:00:00
Root Beer,$2.50,5,12.5,0,12.5,2021-03-01 00:00:00,2021-03-31 00:00:00
S Garee Beef,$15.50,1,15.5,0,15.5,2021-03-01 00:00:00,2021-03-31 00:00:00
S Panang Beef,$14.95,3,46.85,0,46.85,2021-03-01 00:00:00,2021-03-31 00:00:00
S1 Madam Mam's Salad,$4.95,3,14.85,0,14.85,2021-03-01 00:00:00,2021-03-31 00:00:00
S1 Madam Mam's Salad (Veg),$4.95,2,10.65,0,10.65,2021-03-01 00:00:00,2021-03-31 00:00:00
S1 Mam's Salad,$4.95,6,29.7,0,29.7,2021-03-01 00:00:00,2021-03-31 00:00:00
S2 Sauce,$0.75,4,3,0,3,2021-03-01 00:00:00,2021-03-31 00:00:00
S2 Yum Nuer,$11.25,8,90,0,90,2021-03-01 00:00:00,2021-03-31 00:00:00
S2 Yum Nuer **,$11.25,6,70.5,0,70.5,2021-03-01 00:00:00,2021-03-31 00:00:00
S2 Yum Tofu ** (Veg),$11.25,1,11.25,0,11.25,2021-03-01 00:00:00,2021-03-31 00:00:00
S3 Num Tok,$11.25,7,78.75,0,78.75,2021-03-01 00:00:00,2021-03-31 00:00:00
S3 Num Tok (Waterfall) **,$11.25,5,56.25,0,56.25,2021-03-01 00:00:00,2021-03-31 00:00:00
S4 Papaya Salad (Veg),$9.95,1,9.95,0,9.95,2021-03-01 00:00:00,2021-03-31 00:00:00
S4 Som Tum,$9.95,13,129.35,0,129.35,2021-03-01 00:00:00,2021-03-31 00:00:00
S4 Som Tum (Papaya Salad) **,$9.95,9,89.55,0,89.55,2021-03-01 00:00:00,2021-03-31 00:00:00
S5 Yum Green Bean *,$10.95,1,15.7,0,15.7,2021-03-01 00:00:00,2021-03-31 00:00:00
S5 Yum Grn Bean,$10.95,10,109.5,0,109.5,2021-03-01 00:00:00,2021-03-31 00:00:00
SD Broccoli,$2.00,1,2,0,2,2021-03-01 00:00:00,2021-03-31 00:00:00
SD Flat Noodle,$2.00,3,6,0,6,2021-03-01 00:00:00,2021-03-31 00:00:00
SD Fried Egg Noodle,$2.00,1,2,0,2,2021-03-01 00:00:00,2021-03-31 00:00:00
SD Mushroom,$2.00,1,2,0,2,2021-03-01 00:00:00,2021-03-31 00:00:00
SD Rice Stick Noodle,$2.00,4,8,0,8,2021-03-01 00:00:00,2021-03-31 00:00:00
SD Shrimp (4 pcs),$2.00,1,2,0,2,2021-03-01 00:00:00,2021-03-31 00:00:00
SD Steamed Egg Noodle,$2.00,2,4,0,4,2021-03-01 00:00:00,2021-03-31 00:00:00
SD Udon,$2.00,1,2,0,2,2021-03-01 00:00:00,2021-03-31 00:00:00
Sierra Mist,$2.50,25,62.5,0,62.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Singha,$3.00,2,6,0,6,2021-03-01 00:00:00,2021-03-31 00:00:00
Soda Water,$1.50,6,9,0,9,2021-03-01 00:00:00,2021-03-31 00:00:00
Som Tum,$9.95,2,19.9,0,19.9,2021-03-01 00:00:00,2021-03-31 00:00:00
Spring Roll,$4.95,17,84.9,0,84.9,2021-03-01 00:00:00,2021-03-31 00:00:00
Sticky Rice,$3.00,11,34.25,0,34.25,2021-03-01 00:00:00,2021-03-31 00:00:00
Sub Brown Rice,$2.00,1,2,0,2,2021-03-01 00:00:00,2021-03-31 00:00:00
Sweet & Sour,$9.50,1,9.5,0,9.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Teaw Gai,$9.50,1,14,0,14,2021-03-01 00:00:00,2021-03-31 00:00:00
Teaw Kua Gai,$9.75,5,48.75,0,48.75,2021-03-01 00:00:00,2021-03-31 00:00:00
Teaw Moo,$9.50,1,11.5,0,11.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Teaw Nuer Sub,$9.95,2,20.65,0,20.65,2021-03-01 00:00:00,2021-03-31 00:00:00
Teaw NuerSod,$9.50,3,28.5,0,28.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Teaw TomYum,$10.25,2,22.5,0,22.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Teaw TomYum Sea,$12.25,1,12.25,0,12.25,2021-03-01 00:00:00,2021-03-31 00:00:00
Thai Coffee,$3.50,37,129.5,0,129.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Thai Coffee(No Ice),$4.75,2,9.5,0,9.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Thai egg Explosion,$10.75,2,21.5,0,21.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Thai Milk Green Tea,$3.95,63,248.85,0,248.85,2021-03-01 00:00:00,2021-03-31 00:00:00
Thai Milk Green Tea(No Ice),$4.95,4,19.8,0,19.8,2021-03-01 00:00:00,2021-03-31 00:00:00
Thai Tea,$3.50,181,633.5,0,633.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Thai Tea(No Ice),$4.75,21,99.75,0,99.75,2021-03-01 00:00:00,2021-03-31 00:00:00
Tiger,$3.00,7,21,0,21,2021-03-01 00:00:00,2021-03-31 00:00:00
Tom Kha,$9.50,8,82,0,82,2021-03-01 00:00:00,2021-03-31 00:00:00
Tom Khlong,$9.50,1,9.5,0,9.5,2021-03-01 00:00:00,2021-03-31 00:00:00
TomYum,$9.50,3,30.5,0,30.5,2021-03-01 00:00:00,2021-03-31 00:00:00
TomYum Moo,$10.25,2,22.5,0,22.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Topo Chico,$2.50,4,10,0,10,2021-03-01 00:00:00,2021-03-31 00:00:00
Tropicana Lemonade,$2.50,2,5,0,5,2021-03-01 00:00:00,2021-03-31 00:00:00
Udon TomYum,$9.95,2,21.9,0,21.9,2021-03-01 00:00:00,2021-03-31 00:00:00
Veg Stir-fried,$9.50,1,9.5,0,9.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Water,$1.50,11,16.5,0,16.5,2021-03-01 00:00:00,2021-03-31 00:00:00
Wings 1 Mix,$6.50,52,341,0,341,2021-03-01 00:00:00,2021-03-31 00:00:00
Wings 2 Mix,$11.00,23,256,0,256,2021-03-01 00:00:00,2021-03-31 00:00:00
Wings 3 Mix,$15.00,2,30,0,30,2021-03-01 00:00:00,2021-03-31 00:00:00
Wings 6 Mix,$27.00,2,54,0,54,2021-03-01 00:00:00,2021-03-31 00:00:00
(4 oz) Homemade Roasted Chili Oil,$8.00,2,16,0,16,2021-04-01 00:00:00,2021-04-30 00:00:00
(8oz) Homemade Roasted Chili Oil,$15.00,6,90,0,90,2021-04-01 00:00:00,2021-04-30 00:00:00
A1 Madam Roll,$4.50,217,976.5,0.45,976.05,2021-04-01 00:00:00,2021-04-30 00:00:00
A1 Madam Roll 1/2,$2.25,2,4.5,0,4.5,2021-04-01 00:00:00,2021-04-30 00:00:00
A1 Madam Rolls,$4.50,162,737.25,0,737.25,2021-04-01 00:00:00,2021-04-30 00:00:00
A1 Madam Rolls (Veg),$4.50,13,60.75,0,60.75,2021-04-01 00:00:00,2021-04-30 00:00:00
A1 Sauce,$0.75,13,9.75,0,9.75,2021-04-01 00:00:00,2021-04-30 00:00:00
A11 Edamame,$5.50,37,203.5,0,203.5,2021-04-01 00:00:00,2021-04-30 00:00:00
A11 Edamame 1/2,$2.75,2,5.5,0,5.5,2021-04-01 00:00:00,2021-04-30 00:00:00
A11 Roasted Chili Edamame *,$5.50,29,161,0,161,2021-04-01 00:00:00,2021-04-30 00:00:00
A2 Fresh Spring Rolls,$4.95,97,487.65,0,487.65,2021-04-01 00:00:00,2021-04-30 00:00:00
A2 Fresh Spring Rolls (Veg),$4.95,18,90.6,0,90.6,2021-04-01 00:00:00,2021-04-30 00:00:00
A2 Sauce,$0.75,13,9.75,0,9.75,2021-04-01 00:00:00,2021-04-30 00:00:00
A2 Spring Roll,$4.95,164,811.8,0,811.8,2021-04-01 00:00:00,2021-04-30 00:00:00
A3 Brussels,$6.50,82,533,0,533,2021-04-01 00:00:00,2021-04-30 00:00:00
A3 Brussels Sprout *,$6.50,65,422.5,0,422.5,2021-04-01 00:00:00,2021-04-30 00:00:00
A3 Brussels Sprout * (Veg),$6.50,13,84.95,0,84.95,2021-04-01 00:00:00,2021-04-30 00:00:00
A4 Sauce,$0.75,4,3,0,3,2021-04-01 00:00:00,2021-04-30 00:00:00
A4 Thai Gyoza ,$5.50,240,1323,0,1323,2021-04-01 00:00:00,2021-04-30 00:00:00
A4 Thai Gyoza 1/2,$2.75,2,5.5,0,5.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Amaz,$12.50,1,12.5,0,12.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Amaz Grn Bean,$10.50,3,33.5,0,33.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Asahi,$3.00,6,18,0,18,2021-04-01 00:00:00,2021-04-30 00:00:00
Austin Eastciders Original,$3.00,2,6,0,6,2021-04-01 00:00:00,2021-04-30 00:00:00
Bankrupt Noodle,$9.75,21,224.5,0,224.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Basil Fried Rice,$9.75,10,98.5,0,98.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Brown Rice,$3.00,7,21,0,21,2021-04-01 00:00:00,2021-04-30 00:00:00
Brussels,$6.50,8,52,0,52,2021-04-01 00:00:00,2021-04-30 00:00:00
Chamomile Tea,$3.00,2,6,0,6,2021-04-01 00:00:00,2021-04-30 00:00:00
Chamomile Tea (Hot),$3.00,1,3,0,3,2021-04-01 00:00:00,2021-04-30 00:00:00
Chang,$3.00,8,24,0,24,2021-04-01 00:00:00,2021-04-30 00:00:00
Crab FriRice,$14.25,8,124,0,124,2021-04-01 00:00:00,2021-04-30 00:00:00
D1 Rice Mango,$6.50,62,403.75,0,403.75,2021-04-01 00:00:00,2021-04-30 00:00:00
D1 Sweet Coconut Sticky Rice with Mango,$6.50,33,220.5,0,220.5,2021-04-01 00:00:00,2021-04-30 00:00:00
D1 Sweet Coconut Sticky Rice with Mango (Veg),$6.95,8,54.35,0,54.35,2021-04-01 00:00:00,2021-04-30 00:00:00
D2 Rice Custard,$5.50,9,49.5,0,49.5,2021-04-01 00:00:00,2021-04-30 00:00:00
D2 Sweet Coconut Sticky Rice with Thai Egg Custard,$5.50,6,33,0,33,2021-04-01 00:00:00,2021-04-30 00:00:00
Diet Dr.Pepper,$2.50,13,32.5,0,32.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Diet Pepsi,$2.50,4,10,0,10,2021-04-01 00:00:00,2021-04-30 00:00:00
Diet Pepso,$2.50,33,82.5,0,82.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Dr. Pepper,$2.50,7,17.5,0,17.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Dr.Pepper,$2.50,38,95,0,95,2021-04-01 00:00:00,2021-04-30 00:00:00
Easy Peasy,$3.00,2,6,0,6,2021-04-01 00:00:00,2021-04-30 00:00:00
Edamame,$5.50,16,88,0,88,2021-04-01 00:00:00,2021-04-30 00:00:00
Extra A1 Sauce (Homemade Sweet and Sour Sauce),$0.75,6,4.5,0,4.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Extra A2 Sauce (Homemade Peanut Sauce),$0.75,2,1.5,0,1.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Extra A3 Sauce (Homemade Brussel Sprout Sauce),$2.00,1,2,0,2,2021-04-01 00:00:00,2021-04-30 00:00:00
Extra A4 Sauce (Mam's Homemade Thai Gyoza Sauce) ,$0.75,7,5.25,0,5.25,2021-04-01 00:00:00,2021-04-30 00:00:00
Extra Chili Lime Fish Sauce,$0.75,4,3,0,3,2021-04-01 00:00:00,2021-04-30 00:00:00
Extra S2 Sauce (Homemade Hot Spicy Lime Sauce),$1.00,1,1,0,1,2021-04-01 00:00:00,2021-04-30 00:00:00
F1 Pad Thai,$9.50,424,4088,0,4088,2021-04-01 00:00:00,2021-04-30 00:00:00
F1 Pad Thai*,$9.50,324,3166.5,0,3166.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F10 Pad Macaroni,$10.50,4,52,0,52,2021-04-01 00:00:00,2021-04-30 00:00:00
F10 Pad Macaroni ( Shrimp or Squid ),$10.50,4,44,0,44,2021-04-01 00:00:00,2021-04-30 00:00:00
F11 Guay Teaw Kua Gai ,$9.75,35,352.25,0,352.25,2021-04-01 00:00:00,2021-04-30 00:00:00
F11 Teaw Kua Gai,$9.75,53,523.75,0,523.75,2021-04-01 00:00:00,2021-04-30 00:00:00
F12 Teaw Nuer Sub,$9.95,5,49.75,0,49.75,2021-04-01 00:00:00,2021-04-30 00:00:00
F12. Guay Teaw Nuer Sub,$9.95,2,23.9,0,23.9,2021-04-01 00:00:00,2021-04-30 00:00:00
F13 (Street Padthai) Bankrupt Noodle,$9.75,133,1358.5,0,1358.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F13 Bankrupt Noodle,$9.75,133,1326.25,0,1326.25,2021-04-01 00:00:00,2021-04-30 00:00:00
F14 Pad Woon Sen,$9.95,44,456.05,0,456.05,2021-04-01 00:00:00,2021-04-30 00:00:00
F14 Pad WoonSen,$9.95,26,265.7,0,265.7,2021-04-01 00:00:00,2021-04-30 00:00:00
F15 Pad Woon Sen,$11.95,3,35.85,0,35.85,2021-04-01 00:00:00,2021-04-30 00:00:00
F15 Pad Woon Sen ( Shrimp or Squid ),$11.95,5,61.75,0,61.75,2021-04-01 00:00:00,2021-04-30 00:00:00
F2 Pad Thai,$10.50,40,430.5,0,430.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F2 Pad Thai ( Shrimp or Squid )*,$10.50,30,327.5,0,327.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F3 Pad Sea-Ew,$9.50,842,8244.5,0,8244.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F4 Pad Sea-Ew,$10.50,23,241.5,0,241.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F4 Pad Sea-Ew ( Shrimp or Squid ),$10.50,17,184.5,0,184.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F5 Pad KeeMao,$9.50,228,2219.5,0,2219.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F5 Spicy Pad Kee Mao (Drunken Noodle)***,$9.50,146,1456.5,0,1456.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F6 Pad KeeMao,$10.50,17,182.5,0,182.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F6 Spicy Pad Kee Mao (Drunken Noodle Sh/Sq)***,$10.50,12,132.5,0,132.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F7 Lard Na,$9.50,17,166.5,0,166.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F8 Lard Na,$10.50,1,10.5,0,10.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F8 Lard Na ( Shrimp or Squid ),$10.50,3,31.5,0,31.5,2021-04-01 00:00:00,2021-04-30 00:00:00
F9 Pad Macaroni,$9.50,16,154,0,154,2021-04-01 00:00:00,2021-04-30 00:00:00
F9 Pad Macaroni (Veg),$9.75,2,23.25,0,23.25,2021-04-01 00:00:00,2021-04-30 00:00:00
Fireman #4,$3.00,8,24,0,24,2021-04-01 00:00:00,2021-04-30 00:00:00
Flat Rice Noodle,$3.00,1,3,0,3,2021-04-01 00:00:00,2021-04-30 00:00:00
Fried Rice,$8.75,15,147.5,0,147.5,2021-04-01 00:00:00,2021-04-30 00:00:00
G1 Lek Hang,$9.50,10,99,0,99,2021-04-01 00:00:00,2021-04-30 00:00:00
G1 Sen Lek Hang,$9.50,3,28.5,0,28.5,2021-04-01 00:00:00,2021-04-30 00:00:00
G4 Yum Guay Teaw *,$9.75,2,22,0,22,2021-04-01 00:00:00,2021-04-30 00:00:00
G4 Yum Teaw*,$9.75,13,136.25,0,136.25,2021-04-01 00:00:00,2021-04-30 00:00:00
Gang Pa,$10.50,1,10.5,0,10.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Gang Supparod,$9.95,3,31.85,0,31.85,2021-04-01 00:00:00,2021-04-30 00:00:00
Garee Curry,$9.50,11,109,0,109,2021-04-01 00:00:00,2021-04-30 00:00:00
Ginger Spice Tea,$3.00,1,3,0,3,2021-04-01 00:00:00,2021-04-30 00:00:00
Green Tea (Hot),$3.00,1,3,0,3,2021-04-01 00:00:00,2021-04-30 00:00:00
Ice Thai Milk Green Tea ,$3.95,21,82.95,0,82.95,2021-04-01 00:00:00,2021-04-30 00:00:00
Jarritos,$3.00,13,39,0,39,2021-04-01 00:00:00,2021-04-30 00:00:00
Jasmin Jade Tea,$3.00,2,6,0,6,2021-04-01 00:00:00,2021-04-30 00:00:00
Jasmine White Rice,$2.50,23,57.5,0,57.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Kao Soi,$10.95,7,78.65,0,78.65,2021-04-01 00:00:00,2021-04-30 00:00:00
KeowWan Curry,$9.50,7,68.5,0,68.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Kirin Ichiban,$3.00,25,75,0,75,2021-04-01 00:00:00,2021-04-30 00:00:00
Kirin Ichiban (Bottle) ,$3.00,10,30,0,30,2021-04-01 00:00:00,2021-04-30 00:00:00
Lard Na,$9.50,3,28.5,0,28.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Lek Hang,$9.50,2,28,0,28,2021-04-01 00:00:00,2021-04-30 00:00:00
Lemongrass Ginger (Hot),$3.00,1,3,0,3,2021-04-01 00:00:00,2021-04-30 00:00:00
Lemongrass Ginger Tea,$3.00,1,3,0,3,2021-04-01 00:00:00,2021-04-30 00:00:00
Madam Roll,$4.50,20,93,0,93,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Ice Thai Coffee,$3.50,24,84,0,84,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Ice Thai Tea ,$3.50,87,304.5,0,304.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Thai coffee (NO ICE),$4.75,10,47.5,0,47.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Thai Milk Green Tea (No Ice),$4.95,4,19.8,0,19.8,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Thai Tea (NO ICE),$4.75,9,42.75,0,42.75,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Wings 10 Pieces,$11.00,18,200.5,0,200.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Wings 15 Pieces,$15.00,6,90.75,0,90.75,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Wings 20 Pieces,$20.00,2,40,0,40,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Wings 25 Pieces,$24.00,1,24,0,24,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Wings 30 Pieces,$27.00,1,27,0,27,2021-04-01 00:00:00,2021-04-30 00:00:00
Mam's Wings 5 Pieces,$6.50,26,174.75,0,174.75,2021-04-01 00:00:00,2021-04-30 00:00:00
Masman Curry,$9.50,10,97.5,0,97.5,2021-04-01 00:00:00,2021-04-30 00:00:00
Mex Coke,$3.00,32,96,0,96,2021-04-01 00:00:00,2021-04-30 00:00:00
Miller Lite,$3.00,2,6,0,6,2021-04-01 00:00:00,2021-04-30 00:00:00
Mountain Dew,$2.50,4,10,0,10,2021-04-01 00:00:00,2021-04-30 00:00:00
NS1 Guay Teaw Nuer Sod,$9.50,13,127.5,0,127.5,2021-04-01 00:00:00,2021-04-30 00:00:00
NS1 Teaw NuerSod,$9.50,20,192,0,192,2021-04-01 00:00:00,2021-04-30 00:00:00
NS11 Udon Tom Yum **,$9.95,6,59.7,0,59.7,2021-04-01 00:00:00,2021-04-30 00:00:00
NS11 Udon TomYum,$9.95,15,156.35,0,156.35,2021-04-01 00:00:00,2021-04-30 00:00:00
NS12 Yen Ta Fo Seafood **,$11.50,4,50,0,50,2021-04-01 00:00:00,2021-04-30 00:00:00
NS12 YenTaFo Sea,$11.50,5,57.5,0,57.5,2021-04-01 00:00:00,2021-04-30 00:00:00
NS13 Yen Ta Fo Tofu **,$9.95,4,44.8,0,44.8,2021-04-01 00:00:00,2021-04-30 00:00:00
NS13 YenTaFo Tofu,$9.95,2,19.9,0,19.9,2021-04-01 00:00:00,2021-04-30 00:00:00
